RT,R
2.722539621198049,0.0
2.1225396211980483,0.0
2.8325396211980483,0.0
5.022539621198049,1.0
8.322539621198048,1.0
1.5925396211980485,1.0
4.3225396211980485,1.0
3.2925396211980487,0.0
2.722539621198049,0.0
6.792539621198048,1.0
3.5625396211980487,0.0
3.1525396211980485,0.0
2.3625396211980485,1.0
3.6425396211980487,0.0
8.542539621198049,0.0
8.402539621198049,0.0
9.02253962119805,0.0
5.1525396211980485,0.0
4.522539621198049,0.0
1.5925396211980485,0.0
6.592539621198049,0.0
5.0725396211980485,1.0
5.542539621198048,1.0
4.062539621198049,0.0
6.162539621198048,0.0
9.592539621198048,0.0
3.8325396211980487,0.0
4.202539621198049,0.0
5.062539621198049,0.0
2.802539621198049,0.0
12.982539621198049,0.0
10.45253962119805,0.0
2.9525396211980484,0.0
4.422539621198048,0.0
3.8425396211980485,0.0
4.172539621198048,0.0
3.0225396211980486,0.0
3.7425396211980484,0.0
3.5825396211980487,0.0
2.8925396211980487,0.0
3.4425396211980486,0.0
2.1025396211980487,0.0
4.022539621198049,1.0
5.702539621198048,0.0
3.1525396211980485,0.0
4.292539621198049,0.0
2.302539621198049,0.0
6.672539621198049,1.0
5.752539621198049,0.0
2.3125396211980487,0.0
5.462539621198049,0.0
3.952539621198049,0.0
3.2025396211980484,0.0
3.1225396211980483,0.0
2.0525396211980484,0.0
2.3825396211980485,0.0
2.5425396211980487,0.0
7.852539621198049,0.0
7.142539621198049,1.0
1.8125396211980487,0.0
5.192539621198049,0.0
3.452539621198049,0.0
4.702539621198049,0.0
2.1325396211980485,0.0
3.0625396211980487,0.0
15.672539621198048,0.0
3.5025396211980486,0.0
10.62253962119805,0.0
2.8625396211980485,0.0
2.7525396211980486,1.0
1.7725396211980486,0.0
5.092539621198048,0.0
3.0625396211980487,1.0
13.242539621198048,0.0
8.02253962119805,0.0
3.9425396211980486,1.0
12.95253962119805,1.0
7.6525396211980485,0.0
8.732539621198049,0.0
8.27253962119805,0.0
5.392539621198049,0.0
2.0425396211980487,0.0
2.8825396211980485,0.0
2.7725396211980486,0.0
2.3825396211980485,0.0
2.6325396211980485,0.0
3.5225396211980486,0.0
1.4725396211980486,1.0
3.6125396211980485,0.0
3.3325396211980487,0.0
3.8225396211980485,1.0
3.5525396211980484,0.0
4.6125396211980485,0.0
4.082539621198048,0.0
4.412539621198048,0.0
11.882539621198049,0.0
12.132539621198049,0.0
5.382539621198049,1.0
2.6925396211980486,0.0
7.412539621198048,0.0
2.1425396211980487,1.0
5.182539621198049,0.0
4.682539621198049,0.0
7.632539621198049,1.0
1.6025396211980485,0.0
4.562539621198049,0.0
8.70253962119805,0.0
2.3325396211980483,0.0
1.5625396211980487,0.0
2.6025396211980487,0.0
2.2525396211980486,0.0
2.7125396211980486,0.0
3.9625396211980486,0.0
3.4725396211980484,0.0
2.8925396211980487,0.0
4.952539621198049,0.0
3.2925396211980487,0.0
5.582539621198048,0.0
6.8625396211980485,0.0
2.8525396211980487,0.0
7.132539621198049,0.0
3.6525396211980485,0.0
3.2925396211980487,0.0
2.3925396211980487,1.0
2.2925396211980487,0.0
6.752539621198049,0.0
2.5025396211980486,0.0
4.222539621198049,0.0
3.3325396211980487,0.0
2.6125396211980485,0.0
4.592539621198048,1.0
3.5425396211980487,0.0
4.952539621198049,0.0
2.512539621198049,1.0
5.922539621198049,0.0
7.392539621198049,0.0
2.6725396211980486,1.0
1.9825396211980486,1.0
3.9025396211980485,1.0
2.8825396211980485,0.0
2.9525396211980484,0.0
1.7525396211980486,0.0
2.4825396211980486,0.0
9.322539621198048,1.0
2.472539621198049,0.0
1.6725396211980486,0.0
3.182539621198049,0.0
2.1425396211980487,0.0
4.202539621198049,0.0
3.182539621198049,0.0
4.672539621198048,1.0
2.9925396211980484,0.0
9.87253962119805,0.0
2.9425396211980486,1.0
2.9825396211980486,0.0
4.662539621198048,0.0
5.382539621198049,0.0
3.0825396211980483,0.0
