RT1,R
1.4476721879999999,0.0
2.007672188,0.0
4.377672188,0.0
5.837672188,1.0
7.867672188,0.0
1.6376721879999998,0.0
3.8276721879999998,0.0
1.7876721880000002,1.0
2.937672188,0.0
3.797672188,0.0
1.8276721880000002,0.0
3.977672188,0.0
3.757672188,0.0
1.387672188,1.0
2.927672188,0.0
1.477672188,0.0
2.077672188,0.0
3.857672188,1.0
2.1176721880000002,1.0
5.157672188,0.0
1.777672188,0.0
1.387672188,0.0
1.6976721879999999,0.0
0.817672188,0.0
1.387672188,0.0
1.897672188,0.0
4.1876721880000005,1.0
2.587672188,0.0
5.057672188,1.0
3.177672188,1.0
4.977672188,1.0
3.177672188,0.0
4.387672188,0.0
3.277672188,0.0
2.707672188,0.0
5.077672188,0.0
1.667672188,0.0
1.917672188,0.0
2.947672188,0.0
3.527672188,0.0
6.497672188,0.0
1.8876721879999998,0.0
2.187672188,0.0
3.107672188,0.0
2.7876721879999997,1.0
1.817672188,1.0
1.817672188,0.0
2.217672188,1.0
2.127672188,0.0
1.377672188,0.0
4.287672188,0.0
1.727672188,1.0
3.797672188,1.0
7.747672188,0.0
4.1876721880000005,1.0
3.787672188,0.0
1.2876721880000002,1.0
3.977672188,0.0
7.227672188,1.0
3.0976721879999998,0.0
4.657672188,1.0
1.4676721879999999,0.0
1.737672188,0.0
2.527672188,1.0
3.047672188,0.0
1.277672188,0.0
3.937672188,1.0
4.337672188,0.0
1.857672188,1.0
5.037672188,1.0
2.997672188,0.0
1.0376721880000002,1.0
1.477672188,0.0
7.097672188,0.0
1.8876721879999998,0.0
1.737672188,0.0
4.927672188,0.0
1.9476721879999999,0.0
1.0176721880000001,1.0
3.977672188,1.0
1.2676721880000001,0.0
1.6976721879999999,0.0
2.717672188,1.0
3.0376721879999997,0.0
1.2176721879999999,0.0
2.907672188,1.0
2.857672188,0.0
3.8276721879999998,0.0
6.927672188,0.0
2.447672188,0.0
3.187672188,0.0
1.7676721880000001,0.0
2.5176721879999997,0.0
2.137672188,0.0
1.917672188,0.0
3.817672188,0.0
1.4476721879999999,0.0
3.437672188,0.0
6.6076721880000004,0.0
2.007672188,1.0
1.987672188,0.0
1.317672188,0.0
1.8276721880000002,0.0
4.757672188,0.0
4.007672188,0.0
6.727672188,0.0
0.857672188,0.0
3.707672188,0.0
1.777672188,1.0
2.8476721879999998,1.0
3.8276721879999998,0.0
1.137672188,0.0
3.417672188,0.0
5.537672188,0.0
6.397672188,0.0
5.107672188,0.0
4.057672188,0.0
3.107672188,0.0
2.317672188,0.0
3.517672188,0.0
3.0976721879999998,0.0
2.3676721880000002,0.0
6.367672188,0.0
6.697672188,0.0
2.937672188,1.0
1.707672188,0.0
2.407672188,1.0
1.6776721879999998,0.0
4.477672188,0.0
2.8476721879999998,0.0
1.377672188,0.0
1.707672188,0.0
1.1776721879999998,0.0
1.7176721879999999,1.0
1.147672188,0.0
3.887672188,1.0
7.427672188,0.0
2.307672188,0.0
1.667672188,0.0
1.9676721879999999,1.0
4.267672188000001,0.0
2.007672188,0.0
2.347672188,0.0
3.617672188,0.0
2.247672188,0.0
2.5176721879999997,0.0
1.187672188,1.0
3.067672188,0.0
1.527672188,1.0
4.547672188,0.0
4.677672188,0.0
4.097672188,1.0
2.057672188,0.0
1.7176721879999999,0.0
3.617672188,0.0
2.327672188,0.0
2.5376721879999997,0.0
1.077672188,0.0
4.817672188,0.0
3.467672188,1.0
3.967672188,1.0
2.267672188,0.0
2.747672188,0.0
3.627672188,0.0
4.197672188,0.0
2.1176721880000002,1.0
5.737672188,1.0
4.247672188,0.0
1.6776721879999998,0.0
1.857672188,0.0
4.827672188,1.0
3.337672188,1.0
2.897672188,0.0
1.5776721880000002,1.0
5.457672188,0.0
1.9676721879999999,0.0
6.357672188,0.0
2.747672188,0.0
3.987672188,0.0
3.227672188,0.0
2.657672188,1.0
3.467672188,0.0
2.077672188,0.0
4.177672188,0.0
6.117672188,0.0
3.3476721879999998,0.0
6.537672188,0.0
2.957672188,0.0
7.487672188,0.0
1.727672188,0.0
4.317672188,0.0
2.457672188,0.0
3.217672188,1.0
1.957672188,0.0
2.187672188,1.0
6.937672188,0.0
5.497672188,0.0
7.117672188,0.0
1.9276721879999998,0.0
2.467672188,1.0
4.727672188,0.0
2.8076721879999997,0.0
3.937672188,0.0
2.277672188,0.0
2.5376721879999997,0.0
1.4976721880000001,0.0
1.9276721879999998,0.0
6.537672188,0.0
1.9676721879999999,0.0
4.887672188,0.0
4.5676721879999995,1.0
1.087672188,1.0
5.067672188,0.0
2.267672188,1.0
2.987672188,0.0
1.777672188,0.0
4.847672188,0.0
2.947672188,0.0
2.437672188,0.0
3.297672188,0.0
6.477672188,1.0
1.367672188,1.0
2.147672188,0.0
1.607672188,0.0
1.9076721879999998,0.0
1.8076721880000002,0.0
2.197672188,0.0
1.457672188,1.0
1.137672188,0.0
5.847672188,0.0
4.857672188,0.0
1.8876721879999998,0.0
6.107672188,0.0
4.477672188,0.0
3.177672188,0.0
3.267672188,1.0
4.937672188,0.0
6.067672188,0.0
5.407672188,0.0
2.627672188,0.0
2.797672188,0.0
7.907672188,0.0
1.117672188,0.0
1.9476721879999999,0.0
3.117672188,0.0
2.907672188,1.0
2.107672188,1.0
3.747672188,1.0
1.6176721880000002,0.0
3.537672188,0.0
5.027672188,0.0
2.407672188,1.0
1.6976721879999999,0.0
2.057672188,0.0
2.687672188,1.0
2.197672188,0.0
3.897672188,0.0
1.7676721880000001,1.0
3.967672188,1.0
4.157672188,0.0
3.3076721879999997,0.0
5.297672188,0.0
3.987672188,0.0
5.117672188,0.0
2.547672188,0.0
2.967672188,0.0
1.367672188,0.0
1.237672188,1.0
5.247672188,0.0
7.087672188,0.0
1.5376721880000002,0.0
4.1876721880000005,1.0
1.627672188,0.0
4.907672188,0.0
3.717672188,0.0
1.117672188,0.0
6.507672188,0.0
0.797672188,1.0
3.757672188,1.0
5.837672188,0.0
3.617672188,0.0
3.377672188,0.0
4.607672188,1.0
4.377672188,0.0
7.8576721880000004,0.0
3.697672188,0.0
1.077672188,0.0
2.427672188,0.0
3.387672188,0.0
4.097672188,0.0
5.287672188,1.0
1.417672188,0.0
7.887672188,0.0
4.407672188,0.0
6.517672188,0.0
6.977672188,1.0
1.057672188,0.0
3.407672188,0.0
5.477672188,0.0
6.237672188,0.0
4.727672188,0.0
1.297672188,0.0
1.2176721879999999,0.0
3.137672188,0.0
5.947672188,0.0
2.157672188,1.0
2.247672188,1.0
3.837672188,0.0
1.9976721880000001,0.0
3.487672188,0.0
5.267672188,0.0
5.157672188,0.0
2.457672188,0.0
1.317672188,0.0
5.077672188,0.0
3.537672188,1.0
2.377672188,0.0
1.8276721880000002,0.0
7.3576721880000004,0.0
3.0576721879999997,0.0
2.017672188,0.0
1.7676721880000001,0.0
2.927672188,0.0
1.627672188,1.0
4.497672188,0.0
2.567672188,1.0
7.457672188,1.0
4.337672188,0.0
3.107672188,0.0
6.717672188,0.0
3.917672188,0.0
2.457672188,0.0
3.527672188,0.0
6.397672188,0.0
1.6776721879999998,1.0
1.487672188,1.0
4.207672188,0.0
2.857672188,1.0
3.177672188,0.0
5.047672188,1.0
2.5776721879999998,0.0
1.157672188,0.0
1.977672188,0.0
6.447672188,0.0
1.107672188,0.0
6.347672188,0.0
2.987672188,0.0
3.647672188,0.0
4.1876721880000005,1.0
4.167672188,0.0
2.747672188,1.0
3.817672188,0.0
5.057672188,1.0
7.537672188,0.0
5.467672188,0.0
6.297672188,1.0
2.797672188,0.0
0.7876721879999999,0.0
1.347672188,0.0
1.8876721879999998,1.0
2.087672188,1.0
5.607672188,1.0
4.237672188,0.0
6.297672188,0.0
1.8276721880000002,0.0
4.007672188,0.0
7.117672188,0.0
5.707672188,1.0
3.147672188,0.0
3.437672188,0.0
3.007672188,0.0
1.627672188,0.0
1.6776721879999998,0.0
7.757672188,1.0
4.777672188,1.0
5.547672188,0.0
3.117672188,0.0
2.587672188,0.0
4.777672188,0.0
0.7876721879999999,0.0
3.367672188,1.0
4.887672188,0.0
0.857672188,0.0
2.677672188,1.0
3.317672188,0.0
4.607672188,0.0
6.727672188,0.0
1.897672188,0.0
2.5376721879999997,1.0
1.367672188,0.0
2.737672188,1.0
7.157672188,0.0
1.9976721880000001,1.0
2.267672188,0.0
1.937672188,0.0
4.277672188,1.0
1.377672188,1.0
3.717672188,0.0
2.887672188,0.0
1.317672188,1.0
2.817672188,1.0
4.1076721880000004,1.0
6.187672188,0.0
3.5776721879999998,0.0
3.877672188,0.0
1.7676721880000001,1.0
6.187672188,0.0
1.9976721880000001,0.0
2.327672188,0.0
1.607672188,1.0
2.257672188,0.0
7.297672188,0.0
2.327672188,1.0
1.757672188,0.0
3.227672188,1.0
1.9276721879999998,0.0
2.587672188,0.0
5.497672188,0.0
1.397672188,0.0
5.677672188,1.0
5.687672188,0.0
7.867672188,0.0
2.387672188,0.0
2.217672188,0.0
2.187672188,1.0
4.957672188,1.0
1.477672188,0.0
4.607672188,0.0
1.5576721880000002,0.0
7.367672188,0.0
3.337672188,0.0
4.077672188,0.0
1.007672188,0.0
7.487672188,0.0
4.1876721880000005,0.0
4.627672188,0.0
1.937672188,1.0
1.1976721879999999,1.0
3.3276721879999998,0.0
6.487672188,0.0
4.867672188,0.0
7.017672188,0.0
2.107672188,0.0
7.827672188,0.0
1.9676721879999999,0.0
3.117672188,1.0
1.8276721880000002,1.0
1.387672188,1.0
3.527672188,0.0
3.8276721879999998,0.0
1.347672188,0.0
3.8476721879999998,1.0
4.487672188,0.0
7.877672188,0.0
3.667672188,1.0
5.267672188,0.0
6.107672188,0.0
3.997672188,0.0
1.507672188,0.0
1.127672188,1.0
3.927672188,0.0
7.737672188,0.0
1.407672188,0.0
2.027672188,0.0
4.3576721880000004,1.0
1.6976721879999999,0.0
3.667672188,0.0
2.567672188,0.0
5.177672188,0.0
6.447672188,0.0
5.727672188,1.0
2.677672188,0.0
2.007672188,0.0
5.007672188,0.0
2.5176721879999997,0.0
2.567672188,1.0
1.8876721879999998,0.0
7.877672188,0.0
6.177672188,1.0
2.967672188,0.0
2.907672188,0.0
2.257672188,1.0
6.697672188,0.0
2.077672188,0.0
0.957672188,1.0
2.857672188,1.0
1.437672188,0.0
1.667672188,0.0
4.487672188,0.0
3.277672188,0.0
1.407672188,0.0
2.637672188,0.0
1.857672188,0.0
6.477672188,0.0
3.447672188,0.0
1.307672188,0.0
3.387672188,0.0
4.267672188000001,0.0
3.417672188,0.0
5.617672188,0.0
3.8276721879999998,1.0
1.8076721880000002,0.0
5.857672188,0.0
2.967672188,0.0
1.417672188,0.0
2.027672188,0.0
1.007672188,0.0
4.007672188,0.0
4.087672188,0.0
4.037672188,0.0
0.987672188,0.0
1.727672188,0.0
2.687672188,0.0
2.587672188,0.0
6.337672188,1.0
0.867672188,0.0
4.927672188,0.0
1.8476721880000002,0.0
1.257672188,0.0
2.157672188,0.0
6.717672188,0.0
1.317672188,0.0
6.117672188,1.0
1.647672188,1.0
5.537672188,0.0
7.777672188,0.0
1.4976721880000001,0.0
2.147672188,0.0
6.567672188,1.0
1.327672188,0.0
1.957672188,0.0
3.5976721879999998,0.0
1.487672188,0.0
1.157672188,0.0
5.077672188,0.0
6.557672188,0.0
4.177672188,0.0
3.257672188,1.0
6.047672188,1.0
1.6776721879999998,0.0
1.297672188,0.0
3.147672188,0.0
1.087672188,1.0
3.397672188,1.0
5.297672188,0.0
4.647672188,1.0
6.247672188,0.0
6.627672188,0.0
2.1176721880000002,0.0
1.917672188,0.0
5.847672188,1.0
1.407672188,0.0
3.377672188,1.0
2.277672188,1.0
4.057672188,0.0
4.917672188,1.0
1.7176721879999999,0.0
5.797672188,0.0
7.007672188,1.0
5.507672188,0.0
1.377672188,0.0
5.817672188,0.0
2.497672188,0.0
3.297672188,0.0
3.247672188,1.0
1.047672188,0.0
4.207672188,0.0
2.8276721879999998,0.0
1.917672188,0.0
4.677672188,0.0
4.527672188,1.0
1.057672188,0.0
7.137672188,0.0
5.417672188,0.0
6.977672188,0.0
2.8476721879999998,1.0
3.547672188,0.0
3.067672188,0.0
3.267672188,1.0
3.627672188,0.0
1.6176721880000002,0.0
2.547672188,0.0
1.077672188,0.0
2.347672188,1.0
4.427672188,0.0
5.407672188,0.0
2.327672188,0.0
2.737672188,0.0
5.157672188,0.0
0.957672188,0.0
7.657672188,0.0
3.2876721879999997,0.0
5.887672188,0.0
3.927672188,0.0
4.977672188,0.0
2.687672188,0.0
3.887672188,0.0
2.997672188,0.0
4.087672188,1.0
3.427672188,0.0
4.457672188,0.0
5.917672188,0.0
2.067672188,0.0
3.957672188,0.0
4.527672188,0.0
2.527672188,0.0
5.127672188,0.0
2.797672188,0.0
5.307672188,0.0
2.167672188,0.0
2.267672188,0.0
1.407672188,1.0
1.437672188,1.0
1.117672188,0.0
3.737672188,0.0
1.5376721880000002,1.0
5.227672188,0.0
4.977672188,0.0
3.047672188,0.0
4.637672188,0.0
1.5976721880000002,1.0
1.607672188,0.0
2.687672188,0.0
2.757672188,0.0
6.557672188,0.0
1.8076721880000002,0.0
2.327672188,0.0
2.3676721880000002,0.0
2.057672188,1.0
2.227672188,1.0
3.537672188,0.0
5.037672188,1.0
4.667672188,0.0
2.707672188,0.0
4.1076721880000004,0.0
4.407672188,0.0
1.5776721880000002,0.0
4.137672188,1.0
4.347672188,0.0
1.357672188,0.0
2.457672188,1.0
1.5776721880000002,0.0
7.277672188,0.0
1.9976721880000001,0.0
2.797672188,0.0
5.117672188,0.0
7.807672188,0.0
3.0576721879999997,0.0
1.327672188,0.0
3.227672188,0.0
1.797672188,1.0
2.747672188,0.0
2.797672188,0.0
1.667672188,0.0
1.367672188,1.0
2.107672188,0.0
1.777672188,0.0
3.337672188,0.0
7.337672188,0.0
2.457672188,0.0
4.077672188,1.0
2.127672188,0.0
3.537672188,0.0
2.307672188,1.0
4.507672188,1.0
2.687672188,0.0
2.147672188,0.0
3.937672188,0.0
1.167672188,0.0
2.997672188,0.0
1.6176721880000002,0.0
2.197672188,0.0
4.017672188000001,0.0
3.797672188,0.0
1.7676721880000001,0.0
1.127672188,0.0
1.7476721880000001,0.0
1.6176721880000002,0.0
2.837672188,0.0
2.127672188,0.0
2.647672188,0.0
4.167672188,0.0
4.607672188,0.0
1.5376721880000002,0.0
2.177672188,0.0
4.367672188,0.0
3.667672188,0.0
2.617672188,0.0
3.127672188,1.0
4.297672188,0.0
2.897672188,0.0
4.257672188,0.0
7.797672188,0.0
1.5576721880000002,0.0
5.787672188,0.0
2.5376721879999997,0.0
2.427672188,0.0
4.767672188,0.0
2.5576721879999997,0.0
4.557672188,0.0
3.667672188,0.0
2.687672188,0.0
3.8076721879999997,1.0
5.217672188,0.0
3.977672188,0.0
7.547672188,0.0
1.137672188,0.0
3.027672188,0.0
1.707672188,0.0
2.097672188,0.0
2.637672188,0.0
1.7476721880000001,0.0
1.257672188,0.0
5.047672188,0.0
5.787672188,0.0
4.207672188,0.0
2.497672188,0.0
4.027672188,0.0
3.717672188,0.0
3.297672188,1.0
2.5976721879999998,0.0
1.1976721879999999,1.0
2.237672188,1.0
3.637672188,1.0
2.977672188,0.0
3.417672188,1.0
3.167672188,0.0
5.267672188,1.0
1.647672188,0.0
5.327672188,0.0
2.337672188,0.0
1.2176721879999999,0.0
3.337672188,0.0
4.657672188,1.0
2.837672188,0.0
1.587672188,0.0
1.527672188,0.0
2.927672188,0.0
1.137672188,0.0
3.687672188,0.0
2.127672188,1.0
7.337672188,0.0
5.947672188,1.0
6.387672188,0.0
3.357672188,0.0
4.017672188000001,0.0
2.957672188,0.0
1.877672188,1.0
6.667672188,0.0
1.4676721879999999,0.0
5.497672188,0.0
6.877672188,1.0
1.7176721879999999,0.0
6.727672188,0.0
5.497672188,0.0
1.147672188,0.0
1.547672188,0.0
1.507672188,0.0
1.2676721880000001,1.0
7.417672188,1.0
4.327672188,1.0
2.1176721880000002,1.0
1.5176721880000001,0.0
4.097672188,0.0
1.647672188,0.0
3.067672188,0.0
