RT,R
5.062001038180583,1.0
2.4920010381805824,0.0
9.122001038180583,1.0
2.3920010381805827,0.0
2.2820010381805824,0.0
5.802001038180583,0.0
6.282001038180583,1.0
3.4120010381805828,0.0
6.012001038180582,0.0
2.382001038180583,0.0
2.8920010381805827,0.0
8.402001038180583,0.0
4.762001038180583,0.0
6.552001038180583,0.0
3.802001038180583,0.0
2.4320010381805828,0.0
2.8520010381805827,0.0
2.8120010381805827,0.0
1.8020010381805827,1.0
1.8520010381805827,0.0
5.052001038180583,1.0
3.1920010381805826,0.0
2.7420010381805824,0.0
5.122001038180583,1.0
3.6520010381805825,0.0
3.5920010381805825,0.0
2.5020010381805826,0.0
8.642001038180583,0.0
5.462001038180583,0.0
14.662001038180582,0.0
2.5320010381805824,0.0
3.762001038180583,0.0
2.5420010381805827,0.0
3.1920010381805826,0.0
4.242001038180582,1.0
2.0620010381805827,0.0
2.052001038180583,0.0
2.632001038180583,0.0
3.762001038180583,0.0
7.232001038180583,0.0
15.762001038180582,1.0
2.2420010381805824,1.0
1.9720010381805826,0.0
7.742001038180582,0.0
2.3120010381805827,0.0
3.6120010381805825,0.0
5.3220010381805825,0.0
9.372001038180583,0.0
3.2520010381805826,1.0
2.9220010381805825,1.0
2.342001038180583,0.0
3.4420010381805826,1.0
3.3120010381805827,0.0
2.8720010381805827,1.0
1.9820010381805826,0.0
4.372001038180583,0.0
1.7420010381805826,1.0
4.482001038180583,0.0
1.5820010381805827,1.0
8.092001038180582,0.0
3.3420010381805825,0.0
6.162001038180582,0.0
3.722001038180583,0.0
4.432001038180583,0.0
2.8320010381805827,1.0
3.3320010381805827,0.0
4.8220010381805825,0.0
2.6720010381805825,1.0
2.4820010381805826,0.0
2.8320010381805827,1.0
1.9120010381805828,1.0
3.4020010381805825,1.0
9.642001038180583,0.0
2.7120010381805826,1.0
3.3220010381805825,0.0
2.8720010381805827,0.0
3.952001038180583,0.0
2.7120010381805826,0.0
2.8920010381805827,0.0
5.342001038180582,0.0
2.4120010381805823,1.0
3.4320010381805828,0.0
3.8920010381805827,0.0
1.6520010381805825,0.0
3.6020010381805827,0.0
1.7120010381805826,1.0
2.6820010381805828,0.0
6.252001038180582,1.0
4.382001038180583,1.0
4.922001038180582,1.0
3.2420010381805824,1.0
5.082001038180582,0.0
2.8520010381805827,1.0
2.9120010381805828,0.0
2.9120010381805828,0.0
2.222001038180583,0.0
1.8920010381805827,0.0
5.3220010381805825,0.0
1.6920010381805826,1.0
2.382001038180583,0.0
2.7120010381805826,1.0
2.8920010381805827,0.0
5.9020010381805825,0.0
3.722001038180583,1.0
6.162001038180582,1.0
1.8820010381805825,0.0
2.9920010381805824,0.0
6.552001038180583,1.0
2.4020010381805825,0.0
6.882001038180583,0.0
3.0620010381805827,0.0
3.2420010381805824,1.0
3.3220010381805825,1.0
1.8620010381805825,0.0
2.3520010381805827,0.0
5.052001038180583,1.0
2.4020010381805825,1.0
3.2520010381805826,0.0
2.6920010381805826,0.0
5.842001038180582,1.0
3.5820010381805827,0.0
7.542001038180583,0.0
4.8620010381805825,0.0
4.292001038180583,0.0
1.9120010381805828,0.0
5.732001038180583,1.0
1.9620010381805826,0.0
4.942001038180583,0.0
3.0320010381805824,0.0
5.172001038180582,0.0
4.542001038180583,0.0
2.632001038180583,0.0
1.5420010381805827,0.0
4.202001038180583,0.0
2.5820010381805827,0.0
3.2020010381805823,0.0
5.262001038180582,0.0
2.9120010381805828,0.0
2.3620010381805825,1.0
2.8620010381805825,0.0
1.8220010381805827,1.0
8.582001038180582,1.0
8.092001038180582,0.0
8.352001038180584,0.0
2.0220010381805826,0.0
3.492001038180583,0.0
1.9920010381805826,0.0
2.8120010381805827,0.0
2.0320010381805824,1.0
3.5920010381805825,0.0
1.6420010381805827,0.0
3.4420010381805826,0.0
7.082001038180582,0.0
3.7920010381805827,0.0
2.052001038180583,0.0
10.342001038180582,0.0
2.1720010381805825,0.0
1.8020010381805827,1.0
2.9420010381805826,0.0
2.1720010381805825,1.0
4.772001038180583,0.0
2.6020010381805827,1.0
4.382001038180583,1.0
3.1220010381805827,0.0
3.9820010381805826,0.0
3.9120010381805828,1.0
3.4420010381805826,1.0
2.202001038180583,0.0
8.072001038180582,0.0
5.312001038180583,0.0
3.1620010381805828,0.0
2.8720010381805827,0.0
2.1720010381805825,0.0
6.392001038180583,1.0
4.472001038180583,0.0
1.7320010381805826,0.0
8.122001038180583,0.0
4.542001038180583,0.0
3.1120010381805825,1.0
3.5720010381805825,0.0
4.922001038180582,0.0
1.9320010381805828,1.0
4.352001038180583,0.0
10.152001038180583,1.0
3.5220010381805826,0.0
3.762001038180583,0.0
3.0320010381805824,0.0
4.6120010381805825,0.0
4.272001038180583,0.0
2.1920010381805826,1.0
2.382001038180583,0.0
3.9120010381805828,1.0
3.092001038180583,1.0
2.0820010381805827,1.0
3.012001038180583,0.0
1.9620010381805826,0.0
3.3020010381805824,0.0
3.222001038180583,0.0
4.102001038180583,0.0
4.4020010381805825,1.0
3.9120010381805828,0.0
4.582001038180582,0.0
2.202001038180583,1.0
2.1320010381805825,1.0
10.572001038180582,0.0
2.7820010381805824,1.0
3.3920010381805827,0.0
2.9520010381805823,0.0
2.6220010381805827,0.0
4.1520010381805825,0.0
2.5420010381805827,1.0
4.452001038180583,0.0
8.052001038180583,1.0
6.372001038180583,1.0
2.8520010381805827,0.0
1.8320010381805827,0.0
2.8320010381805827,1.0
7.6920010381805834,1.0
1.5620010381805827,0.0
2.052001038180583,0.0
3.4620010381805826,0.0
2.0920010381805825,1.0
4.442001038180583,1.0
5.9020010381805825,0.0
