,RT1,R,RT_o,R_o
0,7.5204866795214,0.0,3.04,1
1,2.3004866795214,0.0,1.473,0
2,0.9304866795213997,0.0,2.048,0
3,6.7404866795214,0.0,0.801,0
4,6.140486679521399,0.0,3.69,0
5,4.2704866795214,0.0,3.365,0
6,3.7504866795213996,0.0,6.24,0
7,3.6104866795213995,0.0,3.722,0
8,1.7404866795213998,1.0,2.756,0
9,3.7504866795213996,0.0,3.482,0
10,1.7904866795213996,0.0,3.264,0
13,3.7704866795213996,0.0,1.731,0
14,4.2904866795214,0.0,2.707,0
15,3.8404866795213994,0.0,1.935,0
16,3.2904866795213996,0.0,2.732,0
17,2.2104866795213995,0.0,5.265,1
18,3.3304866795213997,0.0,6.888,1
19,4.3204866795214,0.0,4.547,1
20,3.1204866795213997,0.0,7.389,1
21,4.5204866795214,1.0,2.252,0
22,5.1004866795214,0.0,2.973,0
23,2.2104866795213995,1.0,3.448,1
24,1.8504866795213997,0.0,4.069,1
25,2.5004866795213996,0.0,1.732,0
26,5.9804866795214,0.0,1.356,0
27,4.340486679521399,0.0,3.555,0
28,1.5704866795213999,0.0,1.838,0
29,1.4604866795213995,0.0,2.598,0
30,1.0504866795213998,1.0,5.39,0
31,7.1904866795214,1.0,4.163,0
32,3.1804866795213997,0.0,3.874,0
33,1.8004866795213998,0.0,2.896,0
34,2.0804866795213997,0.0,2.533,0
35,1.7104866795213995,1.0,3.04,0
36,5.550486679521399,0.0,4.023,0
37,6.550486679521399,0.0,3.456,0
38,6.1304866795213995,1.0,6.039,0
39,7.010486679521399,0.0,2.382,0
40,3.1104866795213995,0.0,3.573,0
41,5.1204866795214,0.0,3.882,0
42,1.4904866795213998,1.0,3.504,0
43,4.4204866795213995,0.0,3.282,0
44,4.4504866795214,0.0,5.257,0
45,2.0504866795214,1.0,4.323,0
46,2.7104866795213995,0.0,5.057,0
49,5.4004866795214,1.0,2.932,0
50,2.0604866795213996,0.0,2.823,0
51,5.4004866795214,1.0,2.846,0
52,2.1304866795214,1.0,2.385,0
53,6.590486679521399,0.0,3.415,0
54,1.7004866795213998,0.0,2.323,0
55,3.6404866795213997,0.0,5.74,0
56,1.8304866795213997,0.0,5.023,0
58,3.1604866795213997,0.0,3.115,0
59,1.9104866795213997,1.0,3.373,1
61,1.3304866795213997,0.0,4.411,1
62,3.9804866795213996,0.0,2.75,0
63,2.3704866795213997,0.0,1.674,0
64,2.9904866795214,0.0,5.207,0
65,2.5804866795213997,0.0,3.064,0
66,1.9104866795213997,0.0,4.105,0
67,4.090486679521399,0.0,4.038,0
68,3.7504866795213996,1.0,2.606,0
69,1.5604866795213996,0.0,7.022,0
70,7.0804866795214,0.0,4.072,1
71,2.2504866795213996,1.0,2.065,0
72,2.2504866795213996,1.0,5.431,0
73,3.3904866795213997,0.0,2.089,0
74,1.7504866795213996,0.0,3.838,0
75,2.1904866795213995,1.0,3.298,0
76,4.2304866795214,0.0,1.89,0
77,3.2204866795213998,0.0,2.523,0
78,4.760486679521399,0.0,1.124,0
79,7.1304866795213995,0.0,2.857,0
81,2.8904866795213997,0.0,7.391,0
82,3.6004866795213997,0.0,5.382,1
83,3.0304866795214,0.0,5.735,0
84,3.8404866795213994,0.0,7.539,0
85,3.5804866795213997,0.0,4.759,0
86,1.3304866795213997,0.0,1.574,1
87,3.1504866795213995,0.0,1.547,1
88,3.5804866795213997,0.0,3.507,0
89,1.9904866795213998,0.0,2.756,1
90,6.4004866795214,0.0,1.731,1
91,7.180486679521399,1.0,1.319,1
92,3.1804866795213997,0.0,7.255,1
93,5.260486679521399,0.0,4.33,1
94,4.340486679521399,0.0,4.358,1
96,2.2304866795213996,0.0,4.813,1
97,4.4104866795214,1.0,7.055,1
98,2.3804866795214,0.0,6.073,0
99,2.0904866795214,0.0,4.59,0
100,3.7404866795214,0.0,5.065,0
101,6.5204866795214,1.0,3.832,0
102,3.1204866795213997,0.0,3.457,1
103,4.3604866795214,0.0,3.833,0
104,4.640486679521399,0.0,1.923,0
105,3.3104866795213996,0.0,1.869,0
106,3.9304866795213997,0.0,6.607,0
107,3.0004866795213996,1.0,4.53,1
108,3.1804866795213997,0.0,1.903,0
109,3.5904866795213994,0.0,3.005,0
110,3.7504866795213996,0.0,3.282,0
111,3.5104866795214,0.0,4.491,0
112,1.7304866795213996,0.0,1.556,0
113,2.3304866795213997,0.0,3.102,0
114,3.3304866795213997,0.0,3.872,0
115,1.8404866795213999,0.0,3.249,0
116,1.3704866795213997,1.0,3.407,1
117,2.5004866795213996,0.0,3.273,1
118,2.8504866795213997,1.0,1.565,0
119,4.7804866795214,0.0,5.039,0
120,1.2904866795213996,1.0,2.496,0
121,1.2604866795213998,0.0,4.372,0
122,6.5204866795214,1.0,6.403,0
123,3.9404866795213995,0.0,3.632,0
126,1.9804866795213996,0.0,1.822,1
127,2.2604866795214,0.0,2.19,1
128,4.8104866795214,0.0,3.94,1
129,2.2404866795214,0.0,2.79,0
130,4.9504866795214,0.0,3.998,0
131,4.4704866795214,0.0,3.707,0
132,3.8104866795213996,0.0,4.386,1
133,5.6004866795214,0.0,6.174,0
134,3.3804866795213995,0.0,3.749,0
135,0.9804866795213997,1.0,4.149,0
136,2.8504866795213997,0.0,4.914,1
138,2.7804866795214,1.0,4.941,0
139,7.5304866795214,0.0,3.873,0
140,3.0804866795213997,1.0,5.807,0
141,5.9504866795214,0.0,4.032,1
142,1.0304866795213998,0.0,1.623,0
145,1.5704866795213999,0.0,1.628,0
146,3.5104866795214,0.0,1.273,0
147,1.5804866795213997,0.0,3.44,0
148,0.9704866795213998,1.0,5.457,0
149,6.2404866795214,1.0,4.565,1
150,2.4904866795214,0.0,2.557,0
151,2.8904866795213997,0.0,1.92,0
152,6.6204866795214,1.0,2.623,0
153,3.6104866795213995,0.0,3.33,0
154,5.3304866795214,0.0,6.49,1
155,6.6604866795214,0.0,4.297,0
156,7.6404866795214,0.0,7.64,0
157,3.9304866795213997,1.0,4.336,0
158,3.2004866795213998,0.0,3.05,0
159,5.7104866795213995,0.0,2.806,0
160,1.8204866795213999,1.0,2.239,0
162,1.8704866795213997,0.0,2.131,0
163,2.5804866795213997,0.0,0.654,0
164,3.5504866795214,0.0,3.673,0
166,3.2604866795214,0.0,4.67,0
167,4.7404866795214,0.0,2.823,0
168,3.7804866795214,0.0,3.148,1
169,2.2704866795213996,1.0,4.523,1
171,2.3804866795214,1.0,4.239,1
172,2.1904866795213995,1.0,3.465,1
173,5.9804866795214,0.0,4.655,0
174,3.4304866795213997,0.0,1.873,0
176,1.4404866795213997,1.0,0.801,0
177,3.1604866795213997,0.0,3.04,1
178,4.1404866795214,0.0,2.973,0
179,2.7104866795213995,0.0,2.973,0
180,6.2004866795214,1.0,4.069,1
181,1.8104866795213996,1.0,2.598,0
182,5.3304866795214,0.0,4.023,0
183,1.4304866795213997,0.0,3.456,0
184,3.1304866795213995,1.0,3.456,0
185,4.6104866795214,1.0,5.057,0
186,1.8804866795214,0.0,5.057,0
187,3.4004866795213995,0.0,4.323,0
188,1.1204866795213997,0.0,4.323,0
189,1.6804866795213997,0.0,7.239,0
190,1.8104866795213996,0.0,3.373,1
191,5.4104866795214,0.0,4.411,1
192,2.9904866795214,0.0,1.674,0
193,5.6704866795213995,0.0,1.674,0
194,7.3604866795214,0.0,1.674,0
195,2.0104866795214,0.0,4.105,0
196,2.6304866795213995,1.0,4.105,0
197,4.2304866795214,0.0,2.523,0
198,2.0604866795213996,0.0,6.073,0
199,4.0204866795214,1.0,4.59,0
200,3.8204866795214,0.0,5.065,0
