RT1,R
6.278368845,0.0
4.528368845,0.0
3.698368845,0.0
2.258368845,0.0
7.918368845000001,1.0
3.328368845,1.0
9.078368845,0.0
2.628368845,0.0
1.888368845,0.0
6.2183688450000005,1.0
9.068368845,0.0
8.028368845,1.0
5.218368845,1.0
2.568368845,0.0
2.9383688450000003,0.0
10.398368845,1.0
5.198368845,0.0
6.058368845,0.0
9.838368845,1.0
5.998368845,0.0
8.718368845,0.0
6.848368845,0.0
2.058368845,1.0
6.078368845,0.0
4.378368845,0.0
7.048368845000001,0.0
11.808368845,0.0
9.518368845,0.0
2.198368845,1.0
2.658368845,0.0
3.578368845,1.0
3.918368845,0.0
2.748368845,0.0
7.038368845,1.0
13.388368845,0.0
2.308368845,0.0
3.158368845,1.0
11.958368845,0.0
3.138368845,0.0
3.6383688449999996,0.0
2.208368845,0.0
5.628368845000001,0.0
4.378368845,0.0
5.458368845,0.0
2.8983688450000002,0.0
5.188368845,1.0
6.118368845,0.0
8.868368845,0.0
2.288368845,1.0
3.7683688450000004,1.0
10.418368845,0.0
5.448368845,0.0
6.958368845,0.0
4.628368845,0.0
2.598368845,1.0
3.108368845,0.0
4.038368845,0.0
8.268368845,0.0
13.088368845,0.0
3.0083688449999997,0.0
5.8883688450000005,0.0
4.328368845,0.0
9.588368845,0.0
7.068368845,1.0
3.498368845,0.0
2.538368845,0.0
5.238368845,0.0
2.238368845,0.0
8.248368845,0.0
7.148368845,0.0
12.798368845,0.0
5.828368845,0.0
2.028368845,0.0
4.198368845,1.0
4.558368845,0.0
3.318368845,1.0
3.4283688449999996,0.0
2.3983688450000002,0.0
5.238368845,1.0
4.798368845,1.0
9.628368845,0.0
9.068368845,1.0
12.978368845,1.0
7.318368845,0.0
4.168368845,0.0
3.078368845,0.0
14.198368845000001,0.0
4.658368845,0.0
3.948368845,0.0
8.068368845,0.0
2.578368845,0.0
6.9683688450000005,0.0
3.948368845,0.0
4.708368845,1.0
3.318368845,0.0
6.2183688450000005,0.0
2.3383688449999998,1.0
7.398368845,0.0
6.408368845,0.0
2.1483688450000002,0.0
2.948368845,0.0
4.028368845,0.0
5.288368845,0.0
3.7583688449999997,0.0
1.9183688449999998,0.0
9.788368845,0.0
3.248368845,0.0
4.658368845,0.0
7.358368845,0.0
4.408368845,0.0
2.768368845,0.0
2.768368845,1.0
2.388368845,1.0
8.858368845,0.0
5.7183688450000005,1.0
3.418368845,0.0
7.148368845,0.0
3.618368845,0.0
11.348368845,0.0
2.788368845,0.0
3.908368845,0.0
6.938368845,0.0
4.378368845,0.0
6.028368845,0.0
6.758368845000001,0.0
3.918368845,0.0
3.488368845,1.0
4.818368845,0.0
12.838368845,0.0
3.5883688449999998,1.0
2.448368845,0.0
3.6783688449999996,1.0
5.008368845,0.0
3.4683688449999996,1.0
4.318368845,0.0
3.488368845,0.0
12.688368845000001,0.0
3.5583688450000004,0.0
4.318368845,0.0
5.348368845,0.0
3.288368845,0.0
6.188368845,0.0
3.018368845,0.0
1.928368845,0.0
4.878368845,0.0
2.9383688450000003,0.0
9.108368845,1.0
5.328368845,0.0
9.968368845,1.0
13.998368845,0.0
5.778368845,1.0
5.218368845,0.0
6.9283688450000005,0.0
2.278368845,0.0
3.308368845,0.0
3.2983688449999997,0.0
7.628368845000001,0.0
4.848368845,0.0
8.348368845,0.0
4.458368845,0.0
4.198368845,0.0
13.128368845,0.0
2.988368845,0.0
2.218368845,0.0
4.078368845,0.0
4.428368845,0.0
5.458368845,0.0
8.338368845,0.0
3.108368845,0.0
5.688368845,0.0
2.218368845,0.0
5.728368845,1.0
3.248368845,1.0
8.768368845,0.0
1.9383688449999998,1.0
4.098368845,1.0
7.128368845000001,0.0
2.708368845,1.0
5.078368845,0.0
6.228368845,0.0
4.088368845,0.0
2.708368845,0.0
2.748368845,0.0
4.828368845,0.0
7.228368845,0.0
4.078368845,0.0
5.628368845000001,1.0
4.338368845,0.0
10.888368845,1.0
7.658368845,0.0
4.998368845,0.0
3.158368845,0.0
4.258368845,0.0
9.218368845,0.0
2.3983688450000002,1.0
4.098368845,0.0
3.628368845,0.0
3.668368845,0.0
4.498368845,0.0
5.4683688450000005,0.0
2.078368845,1.0
10.818368845,1.0
2.2983688449999997,0.0
4.488368845,1.0
4.078368845,0.0
5.098368845,0.0
2.288368845,0.0
12.368368845000001,0.0
2.738368845,0.0
10.168368845,0.0
3.288368845,0.0
6.118368845,1.0
7.668368845000001,0.0
3.908368845,0.0
5.6783688450000005,0.0
2.958368845,0.0
2.008368845,1.0
2.458368845,1.0
6.088368845000001,0.0
2.658368845,1.0
3.9383688450000003,0.0
6.818368845,0.0
11.458368845,0.0
2.348368845,0.0
4.508368845,1.0
2.518368845,1.0
2.328368845,0.0
4.668368845,0.0
5.4283688450000005,0.0
3.368368845,0.0
3.6483688450000002,1.0
3.7683688450000004,0.0
2.388368845,0.0
4.498368845,0.0
5.998368845,1.0
3.498368845,0.0
2.7583688449999997,0.0
3.9683688449999996,0.0
3.1883688450000003,1.0
5.558368845,1.0
3.748368845,0.0
11.078368845,0.0
4.6383688450000005,0.0
3.5583688450000004,0.0
13.998368845,1.0
7.838368845000001,0.0
2.828368845,0.0
7.788368845,0.0
5.098368845,0.0
3.308368845,0.0
2.9783688450000003,0.0
11.368368845000001,0.0
3.8483688450000004,0.0
4.058368845,1.0
8.028368845,1.0
4.558368845,0.0
2.858368845,0.0
3.038368845,0.0
11.558368845,0.0
2.8383688449999998,1.0
6.1783688450000005,0.0
2.278368845,1.0
7.2183688450000005,0.0
4.658368845,0.0
4.718368845,0.0
8.628368845,0.0
7.058368845,0.0
4.538368845,0.0
1.848368845,0.0
4.148368845,0.0
3.958368845,0.0
4.3883688450000005,0.0
3.6783688449999996,0.0
10.018368845000001,0.0
4.538368845,0.0
6.948368845,0.0
7.848368845,1.0
2.558368845,1.0
8.118368845,0.0
3.5583688450000004,0.0
4.798368845,0.0
2.288368845,1.0
4.258368845,0.0
3.958368845,0.0
3.168368845,1.0
3.5183688450000004,0.0
2.528368845,0.0
2.448368845,1.0
5.028368845,0.0
7.1783688450000005,0.0
4.448368845,0.0
2.408368845,0.0
3.738368845,1.0
3.3383688449999998,0.0
13.768368845000001,0.0
9.938368845000001,0.0
5.248368845,0.0
3.2283688450000003,0.0
3.058368845,0.0
11.048368845,0.0
4.518368845,0.0
3.698368845,0.0
1.768368845,0.0
7.048368845000001,0.0
5.088368845,0.0
2.818368845,1.0
2.358368845,0.0
3.058368845,0.0
5.3883688450000005,0.0
2.4383688450000003,1.0
4.808368845,0.0
6.338368845000001,0.0
5.608368845,0.0
2.818368845,0.0
11.578368845,0.0
3.4283688449999996,0.0
7.228368845,1.0
4.308368845,0.0
12.488368845,0.0
4.318368845,0.0
4.248368845,1.0
3.5083688449999997,0.0
9.658368845,0.0
9.418368845,0.0
9.848368845,0.0
3.4783688450000003,0.0
7.518368845,1.0
8.268368845,0.0
9.918368845,0.0
4.498368845,1.0
4.588368845,0.0
3.068368845,0.0
3.198368845,1.0
2.678368845,0.0
3.9683688449999996,0.0
4.598368845,0.0
6.548368845000001,1.0
4.958368845,0.0
2.068368845,0.0
4.338368845,0.0
2.5883688449999998,1.0
3.6883688450000003,0.0
12.128368845,0.0
2.778368845,0.0
6.858368845,1.0
2.4383688450000003,0.0
2.248368845,0.0
5.988368845,0.0
2.668368845,0.0
3.288368845,1.0
5.7183688450000005,0.0
1.788368845,0.0
4.738368845,1.0
7.868368845,0.0
2.528368845,1.0
1.778368845,0.0
9.258368845,0.0
10.488368845,0.0
11.418368845,1.0
4.608368845,0.0
10.288368845,0.0
3.368368845,1.0
14.508368845,1.0
2.2983688449999997,0.0
9.128368845,0.0
2.968368845,1.0
2.418368845,1.0
3.0483688449999997,0.0
4.108368845,0.0
4.468368845,1.0
10.448368845000001,1.0
6.4683688450000005,1.0
12.198368845000001,0.0
5.058368845,1.0
7.258368845000001,1.0
4.848368845,0.0
12.738368845,0.0
8.538368844999999,0.0
2.458368845,0.0
3.5183688450000004,1.0
3.2283688450000003,0.0
2.7583688449999997,1.0
2.638368845,1.0
3.498368845,0.0
6.268368845,0.0
3.868368845,0.0
