RT,R
7.122626740428565,0.0
4.612626740428565,0.0
4.422626740428566,1.0
4.422626740428566,0.0
2.4426267404285653,0.0
5.412626740428565,0.0
4.272626740428565,0.0
9.652626740428566,0.0
4.362626740428565,0.0
4.332626740428565,0.0
7.242626740428565,1.0
8.762626740428566,1.0
1.952626740428565,0.0
4.142626740428565,0.0
5.942626740428565,0.0
3.272626740428565,0.0
13.402626740428566,0.0
2.122626740428565,1.0
7.312626740428565,0.0
12.182626740428564,1.0
3.322626740428565,0.0
2.882626740428565,1.0
2.7326267404285653,0.0
6.232626740428565,0.0
12.522626740428564,0.0
2.4826267404285653,0.0
5.782626740428565,0.0
4.402626740428565,0.0
9.962626740428565,0.0
3.322626740428565,0.0
4.982626740428565,0.0
4.282626740428565,0.0
4.332626740428565,1.0
5.362626740428565,0.0
1.7226267404285651,0.0
14.882626740428567,0.0
3.8626267404285652,1.0
3.782626740428565,0.0
2.882626740428565,1.0
3.752626740428565,0.0
4.162626740428565,0.0
5.662626740428565,0.0
3.502626740428565,1.0
3.952626740428565,1.0
1.9826267404285651,0.0
4.162626740428565,0.0
3.212626740428565,0.0
4.082626740428565,0.0
8.122626740428565,1.0
4.132626740428565,0.0
13.512626740428566,0.0
9.282626740428565,0.0
1.7226267404285651,1.0
3.472626740428565,0.0
4.892626740428565,0.0
10.242626740428566,0.0
3.702626740428565,1.0
2.452626740428565,0.0
3.252626740428565,0.0
3.602626740428565,1.0
4.732626740428565,0.0
2.162626740428565,0.0
4.442626740428565,0.0
6.072626740428565,0.0
12.592626740428564,0.0
3.642626740428565,0.0
2.242626740428565,0.0
9.022626740428565,0.0
5.422626740428565,0.0
6.912626740428565,0.0
6.1026267404285655,0.0
4.712626740428565,0.0
3.812626740428565,1.0
6.592626740428565,1.0
7.442626740428565,0.0
2.452626740428565,0.0
3.052626740428565,0.0
2.952626740428565,0.0
2.1526267404285653,0.0
5.132626740428565,0.0
8.732626740428564,0.0
3.222626740428565,0.0
2.912626740428565,0.0
5.902626740428565,0.0
3.432626740428565,1.0
14.082626740428566,1.0
3.302626740428565,0.0
3.502626740428565,0.0
5.152626740428565,0.0
4.052626740428565,0.0
3.3826267404285653,0.0
2.8126267404285654,0.0
3.032626740428565,1.0
11.352626740428565,0.0
9.682626740428564,0.0
5.862626740428565,0.0
3.3626267404285652,0.0
3.322626740428565,1.0
4.222626740428565,0.0
7.712626740428565,1.0
3.322626740428565,0.0
5.612626740428565,0.0
3.532626740428565,0.0
3.212626740428565,0.0
3.1726267404285653,0.0
5.0626267404285645,0.0
2.572626740428565,0.0
7.202626740428565,0.0
2.932626740428565,0.0
2.742626740428565,0.0
6.802626740428565,0.0
2.9426267404285653,0.0
5.032626740428565,0.0
2.252626740428565,0.0
3.662626740428565,1.0
1.8226267404285652,0.0
3.1526267404285653,0.0
3.932626740428565,0.0
3.042626740428565,1.0
3.782626740428565,0.0
2.3126267404285654,0.0
2.702626740428565,0.0
11.212626740428565,0.0
2.372626740428565,0.0
9.382626740428567,0.0
2.8126267404285654,1.0
1.902626740428565,1.0
6.782626740428565,0.0
4.472626740428565,0.0
8.442626740428565,0.0
6.4326267404285655,0.0
2.452626740428565,0.0
2.1126267404285652,0.0
8.202626740428565,0.0
3.212626740428565,0.0
6.562626740428565,0.0
2.052626740428565,0.0
1.4926267404285651,1.0
3.302626740428565,0.0
3.562626740428565,0.0
3.4026267404285653,0.0
2.2326267404285653,0.0
3.452626740428565,0.0
4.942626740428565,0.0
4.342626740428566,0.0
2.4426267404285653,0.0
2.1526267404285653,0.0
3.8426267404285652,0.0
3.3826267404285653,1.0
4.722626740428565,0.0
5.212626740428565,0.0
8.312626740428566,0.0
7.442626740428565,0.0
5.172626740428565,0.0
3.002626740428565,0.0
4.292626740428565,0.0
2.7726267404285654,0.0
11.102626740428565,0.0
1.812626740428565,0.0
1.942626740428565,0.0
6.582626740428565,0.0
4.032626740428565,1.0
2.712626740428565,0.0
4.012626740428566,0.0
6.322626740428565,0.0
12.122626740428565,0.0
5.762626740428566,0.0
2.032626740428565,0.0
2.342626740428565,0.0
1.932626740428565,1.0
2.212626740428565,0.0
1.962626740428565,0.0
3.6926267404285653,1.0
1.792626740428565,0.0
2.682626740428565,0.0
1.5726267404285652,1.0
2.6926267404285653,1.0
9.362626740428563,0.0
8.562626740428566,0.0
1.712626740428565,0.0
2.242626740428565,0.0
3.3626267404285652,0.0
3.202626740428565,0.0
9.282626740428565,0.0
2.082626740428565,1.0
3.432626740428565,0.0
2.572626740428565,0.0
7.002626740428565,0.0
8.042626740428565,1.0
2.722626740428565,0.0
2.702626740428565,0.0
2.962626740428565,0.0
3.032626740428565,1.0
3.092626740428565,0.0
3.1726267404285653,1.0
2.292626740428565,0.0
4.192626740428565,0.0
3.142626740428565,0.0
2.6526267404285653,0.0
2.082626740428565,0.0
2.132626740428565,0.0
3.9426267404285653,0.0
3.722626740428565,1.0
2.382626740428565,1.0
12.072626740428564,0.0
5.122626740428565,0.0
1.872626740428565,0.0
6.292626740428565,0.0
4.722626740428565,0.0
4.192626740428565,0.0
3.3826267404285653,0.0
3.412626740428565,1.0
2.222626740428565,0.0
4.4326267404285655,0.0
4.282626740428565,0.0
3.872626740428565,0.0
2.872626740428565,1.0
3.1526267404285653,1.0
5.8526267404285655,1.0
2.052626740428565,0.0
3.9026267404285653,1.0
6.442626740428565,1.0
3.482626740428565,0.0
4.842626740428566,0.0
