RT1,R
6.168910465164937,0.0
2.0989104651649373,0.0
2.6389104651649373,0.0
1.8189104651649373,1.0
8.768910465164938,0.0
3.3589104651649375,0.0
6.368910465164937,0.0
3.6589104651649373,0.0
5.088910465164937,1.0
4.258910465164937,1.0
6.5689104651649375,0.0
3.6889104651649376,0.0
2.9689104651649374,1.0
3.4789104651649376,0.0
2.3889104651649373,1.0
3.9789104651649376,1.0
4.678910465164937,1.0
1.5689104651649373,0.0
3.7989104651649375,1.0
8.138910465164937,1.0
4.638910465164937,1.0
7.738910465164937,1.0
5.768910465164938,1.0
2.6589104651649373,0.0
3.8089104651649373,1.0
1.6689104651649371,1.0
4.6089104651649375,0.0
3.8289104651649373,0.0
6.548910465164938,1.0
5.958910465164937,1.0
4.618910465164937,1.0
3.2489104651649376,0.0
3.1889104651649376,1.0
6.668910465164937,0.0
2.748910465164937,0.0
3.6489104651649376,1.0
3.2489104651649376,1.0
4.868910465164937,0.0
3.9189104651649376,0.0
3.3289104651649373,1.0
5.458910465164937,0.0
3.4789104651649376,1.0
4.478910465164938,0.0
2.5489104651649375,0.0
2.938910465164937,1.0
2.248910465164937,1.0
3.1489104651649376,0.0
3.7789104651649374,1.0
3.2189104651649374,1.0
1.8689104651649373,0.0
1.8789104651649373,0.0
3.0489104651649375,0.0
4.938910465164938,1.0
1.3289104651649373,0.0
6.788910465164937,1.0
1.7189104651649374,1.0
3.1489104651649376,0.0
5.488910465164937,1.0
4.038910465164937,1.0
2.4689104651649374,0.0
2.2989104651649375,0.0
3.9889104651649374,0.0
1.6989104651649374,1.0
8.098910465164938,0.0
3.9089104651649373,0.0
2.148910465164937,1.0
3.8189104651649375,0.0
2.0589104651649373,1.0
2.0289104651649374,1.0
2.9489104651649374,0.0
7.868910465164937,1.0
1.8389104651649373,1.0
4.508910465164937,1.0
8.608910465164938,0.0
4.878910465164937,1.0
3.3689104651649373,1.0
3.4289104651649374,1.0
4.248910465164937,0.0
5.918910465164937,1.0
3.2589104651649374,0.0
3.6989104651649374,1.0
4.1089104651649375,0.0
4.908910465164937,0.0
7.8589104651649375,1.0
1.5589104651649373,0.0
2.0689104651649375,1.0
2.2789104651649374,0.0
2.498910465164937,1.0
2.8489104651649373,0.0
3.5589104651649373,1.0
2.2889104651649372,0.0
5.558910465164938,0.0
1.5289104651649372,1.0
5.978910465164938,0.0
3.4289104651649374,1.0
3.0889104651649375,0.0
3.4189104651649376,0.0
6.098910465164938,1.0
2.9689104651649374,0.0
6.8189104651649375,0.0
2.2389104651649374,1.0
2.9289104651649374,1.0
3.7089104651649376,0.0
6.268910465164938,1.0
7.668910465164937,1.0
7.718910465164938,1.0
3.7489104651649376,1.0
3.2189104651649374,1.0
3.8089104651649373,1.0
2.6589104651649373,1.0
2.918910465164937,0.0
2.208910465164937,1.0
4.508910465164937,0.0
6.368910465164937,1.0
2.268910465164937,0.0
4.198910465164937,1.0
2.018910465164937,1.0
1.7089104651649372,0.0
3.1989104651649374,0.0
3.6589104651649373,0.0
3.2289104651649376,0.0
2.378910465164937,0.0
3.7889104651649372,0.0
3.0589104651649373,0.0
3.2089104651649376,1.0
5.018910465164938,0.0
2.378910465164937,0.0
1.7789104651649374,1.0
2.1589104651649373,1.0
4.598910465164937,1.0
5.548910465164938,0.0
5.228910465164938,1.0
8.658910465164936,1.0
3.4889104651649374,1.0
2.1189104651649373,1.0
6.3589104651649375,0.0
4.958910465164937,1.0
1.7889104651649372,1.0
2.688910465164937,1.0
6.378910465164937,0.0
4.018910465164938,0.0
1.4089104651649373,0.0
4.738910465164937,1.0
3.1589104651649373,1.0
3.1189104651649373,1.0
4.998910465164937,0.0
2.418910465164937,1.0
4.718910465164937,0.0
7.958910465164937,1.0
2.918910465164937,1.0
4.698910465164937,0.0
5.958910465164937,0.0
4.008910465164937,0.0
8.388910465164937,1.0
4.838910465164937,0.0
7.598910465164938,0.0
7.098910465164938,1.0
6.428910465164938,0.0
2.418910465164937,1.0
2.6589104651649373,0.0
3.3089104651649373,0.0
5.678910465164938,0.0
