,RT1,R,RT_o,R_o
0,1.8611212858035353,1.0,10.381,1
1,3.581121285803535,0.0,5.896,0
2,5.531121285803535,0.0,4.548,0
3,2.2811212858035352,0.0,3.531,0
4,3.761121285803535,1.0,4.014,0
5,2.871121285803535,0.0,2.547,1
6,2.431121285803535,0.0,2.699,0
7,5.3111212858035355,1.0,2.098,0
8,2.2711212858035355,0.0,4.364,0
9,3.641121285803535,0.0,2.631,0
10,4.261121285803535,0.0,2.098,0
11,4.661121285803535,0.0,5.198,0
12,2.2811212858035352,0.0,9.73,0
13,3.411121285803535,1.0,2.764,0
14,5.361121285803535,0.0,4.28,0
15,7.611121285803535,1.0,3.481,0
16,2.491121285803535,0.0,3.214,0
17,4.861121285803535,0.0,3.48,0
18,3.1111212858035353,0.0,3.931,1
19,11.621121285803536,1.0,2.098,1
20,3.8211212858035353,1.0,2.281,0
21,15.991121285803535,0.0,4.047,1
22,3.7511212858035354,0.0,5.031,0
23,3.2711212858035355,0.0,2.047,0
24,2.3111212858035355,0.0,11.281,0
25,6.291121285803535,0.0,6.681,1
26,1.9111212858035351,0.0,7.148,0
27,6.901121285803535,0.0,7.065,0
28,3.391121285803535,0.0,4.597,0
29,10.091121285803535,0.0,6.248,0
30,4.881121285803536,0.0,2.88,0
31,6.2711212858035355,0.0,2.497,0
32,3.081121285803535,0.0,1.714,0
33,2.1311212858035353,1.0,3.481,0
34,3.081121285803535,1.0,5.681,1
35,8.341121285803535,1.0,2.631,0
36,2.3211212858035353,0.0,4.031,0
37,4.491121285803535,0.0,2.647,0
38,3.1111212858035353,1.0,6.216,0
39,10.601121285803535,1.0,5.516,1
40,4.211121285803536,0.0,3.599,0
41,2.1011212858035355,0.0,4.733,1
42,14.541121285803536,0.0,3.882,1
43,6.031121285803535,1.0,6.067,0
44,3.2511212858035354,1.0,5.065,0
45,13.011121285803535,0.0,3.23,0
46,1.9211212858035354,0.0,3.08,0
47,2.471121285803535,0.0,4.698,0
48,6.2711212858035355,0.0,3.847,0
49,1.9111212858035351,0.0,3.965,0
50,3.221121285803535,1.0,4.131,0
51,2.121121285803535,0.0,10.848,1
52,2.081121285803535,0.0,3.68,1
53,4.281121285803535,1.0,5.231,0
54,2.121121285803535,0.0,7.932,0
55,3.6511212858035353,0.0,7.331,0
56,4.601121285803535,1.0,3.781,0
57,3.831121285803535,0.0,4.847,0
58,2.3911212858035356,0.0,3.763,0
59,2.791121285803535,0.0,12.398,0
60,3.471121285803535,0.0,2.648,0
61,6.821121285803535,1.0,3.998,0
62,1.8111212858035353,0.0,3.247,0
63,7.371121285803535,0.0,3.614,0
64,2.971121285803535,0.0,1.413,0
65,4.531121285803535,0.0,3.648,0
66,3.4011212858035353,0.0,5.098,0
67,4.351121285803535,0.0,5.648,0
68,4.551121285803536,1.0,5.248,1
69,5.861121285803535,0.0,3.031,1
70,4.331121285803535,0.0,1.565,1
71,7.641121285803536,0.0,8.165,0
72,5.991121285803535,0.0,2.532,0
73,3.2711212858035355,0.0,4.032,0
74,5.791121285803535,0.0,5.432,0
75,4.301121285803536,0.0,2.515,0
76,2.711121285803535,1.0,3.149,0
77,2.3611212858035353,1.0,5.064,0
78,2.8611212858035353,0.0,9.881,0
79,2.541121285803535,0.0,3.148,0
80,2.431121285803535,1.0,3.064,1
81,2.951121285803535,0.0,5.131,0
82,5.901121285803535,1.0,3.814,0
83,3.201121285803535,0.0,2.897,0
84,7.141121285803536,0.0,3.363,0
85,7.721121285803536,1.0,4.464,0
86,8.281121285803536,1.0,3.364,0
87,2.791121285803535,1.0,3.914,0
88,3.101121285803535,0.0,3.214,0
89,4.671121285803535,1.0,3.131,0
90,3.1511212858035353,1.0,2.164,0
91,2.461121285803535,0.0,4.83,0
92,2.291121285803535,0.0,2.58,0
93,2.261121285803535,1.0,1.547,0
94,9.411121285803535,0.0,2.448,0
95,6.801121285803536,1.0,5.981,0
96,2.9011212858035353,0.0,12.648,1
97,2.9011212858035353,0.0,7.582,0
98,11.411121285803535,0.0,12.33,0
99,2.6911212858035354,0.0,6.446,1
100,10.871121285803536,1.0,2.615,0
101,4.221121285803536,0.0,2.532,0
102,3.201121285803535,0.0,2.899,1
103,4.391121285803536,1.0,2.182,0
104,3.7911212858035355,0.0,2.015,1
105,13.841121285803535,1.0,8.015,1
106,4.331121285803535,1.0,5.131,0
107,5.991121285803535,1.0,4.347,1
108,9.511121285803535,1.0,1.597,1
109,2.9811212858035354,0.0,3.498,1
110,13.261121285803535,1.0,2.997,1
111,6.951121285803535,0.0,7.514,0
112,3.9011212858035353,0.0,4.765,0
113,4.981121285803535,0.0,2.331,0
114,2.371121285803535,0.0,3.265,0
115,4.501121285803535,1.0,3.947,0
116,5.401121285803535,1.0,3.597,0
117,1.7211212858035352,1.0,7.014,1
118,2.511121285803535,0.0,9.865,0
119,3.0011212858035354,0.0,7.346,0
120,6.121121285803535,1.0,8.797,1
121,4.171121285803535,0.0,5.947,1
122,12.511121285803535,0.0,3.348,1
123,2.411121285803535,1.0,7.931,0
124,4.461121285803536,1.0,2.564,1
125,2.011121285803535,0.0,2.964,0
126,2.181121285803535,0.0,4.115,1
127,1.9111212858035351,0.0,3.58,1
128,10.571121285803535,1.0,5.698,0
129,1.8411212858035353,0.0,2.164,0
130,2.751121285803535,0.0,2.897,0
131,3.8411212858035353,0.0,3.765,0
132,2.791121285803535,1.0,1.648,0
133,3.8211212858035353,1.0,2.13,0
134,5.991121285803535,0.0,11.931,0
135,7.671121285803535,1.0,4.08,0
136,15.671121285803535,0.0,5.514,0
137,5.571121285803535,0.0,2.598,1
138,2.3011212858035353,0.0,2.548,1
139,2.221121285803535,0.0,2.98,1
140,9.741121285803535,0.0,7.498,0
141,4.291121285803536,0.0,4.831,0
142,4.691121285803535,0.0,3.565,0
143,5.111121285803535,1.0,3.581,0
144,1.7411212858035352,0.0,4.514,0
145,2.9011212858035353,0.0,3.798,0
146,6.051121285803536,1.0,1.915,0
147,2.8111212858035355,0.0,2.981,0
148,11.441121285803536,0.0,4.581,0
149,5.501121285803535,1.0,2.365,0
150,5.011121285803536,0.0,2.814,0
151,2.831121285803535,0.0,1.931,0
152,1.9311212858035351,1.0,3.947,0
153,2.831121285803535,0.0,3.745,0
154,5.431121285803536,0.0,6.349,0
155,4.091121285803535,1.0,7.564,0
156,4.371121285803535,1.0,7.215,0
157,2.0211212858035355,0.0,2.248,0
158,5.5211212858035355,0.0,4.281,0
159,7.251121285803535,1.0,3.531,0
160,3.6511212858035353,0.0,5.431,0
161,2.2311212858035354,0.0,5.664,0
162,3.7811212858035352,0.0,6.364,1
163,5.491121285803535,1.0,2.664,1
164,3.311121285803535,1.0,2.647,1
165,1.5411212858035352,0.0,10.265,0
166,5.2711212858035355,0.0,5.699,0
167,1.8811212858035353,0.0,8.797,0
168,12.251121285803535,0.0,6.831,0
169,4.631121285803536,0.0,2.848,0
170,4.731121285803535,0.0,6.082,0
171,6.001121285803535,0.0,3.231,1
172,1.7211212858035352,0.0,3.215,0
173,15.801121285803536,0.0,5.148,0
174,3.851121285803535,0.0,4.798,0
175,1.9811212858035352,1.0,4.614,0
176,9.151121285803535,0.0,5.147,0
177,3.8211212858035353,1.0,2.831,0
178,3.9811212858035354,0.0,3.915,0
179,2.921121285803535,0.0,5.515,0
180,6.951121285803535,0.0,4.097,1
181,3.831121285803535,0.0,5.631,1
182,3.0511212858035353,0.0,3.548,1
183,2.5611212858035355,0.0,9.648,0
184,6.721121285803536,0.0,9.881,0
185,4.121121285803535,0.0,4.047,0
186,2.1911212858035354,0.0,3.464,0
187,4.351121285803535,0.0,9.531,0
188,3.6311212858035353,0.0,9.397,0
189,6.141121285803536,1.0,2.947,0
190,2.1111212858035353,0.0,8.115,1
191,4.441121285803535,0.0,7.198,0
192,13.111121285803536,0.0,4.564,0
193,4.911121285803535,0.0,11.914,1
194,3.141121285803535,1.0,4.346,0
195,2.211121285803535,0.0,9.815,1
196,3.311121285803535,0.0,3.665,0
197,15.991121285803535,0.0,3.565,0
198,2.4411212858035354,0.0,5.831,0
199,1.7411212858035352,1.0,2.615,0
200,4.801121285803536,0.0,10.163,1
201,7.171121285803535,0.0,4.881,0
202,3.7711212858035355,0.0,3.032,0
203,6.131121285803535,0.0,2.348,0
204,6.841121285803536,0.0,6.732,0
205,9.721121285803536,0.0,2.329,0
206,2.041121285803535,0.0,4.146,0
207,4.481121285803535,0.0,8.198,1
208,5.391121285803536,0.0,4.081,0
209,15.991121285803535,0.0,2.213,1
210,2.181121285803535,0.0,2.931,1
211,3.331121285803535,0.0,2.731,1
212,4.501121285803535,0.0,5.481,0
213,4.091121285803535,0.0,3.897,0
214,2.211121285803535,0.0,5.414,0
215,7.681121285803536,0.0,6.014,1
216,2.6111212858035353,1.0,3.131,1
217,7.691121285803535,0.0,3.679,1
218,5.331121285803535,0.0,4.081,0
219,3.471121285803535,0.0,2.496,0
220,5.411121285803535,0.0,9.747,0
221,8.431121285803535,1.0,4.797,0
222,3.061121285803535,0.0,5.38,0
223,3.141121285803535,0.0,1.78,0
224,4.121121285803535,0.0,11.281,0
225,4.341121285803535,0.0,6.681,1
226,4.591121285803535,0.0,6.681,1
227,10.611121285803536,0.0,6.681,1
228,3.6511212858035353,0.0,3.23,0
229,6.1011212858035355,0.0,5.065,0
230,2.1411212858035356,1.0,3.23,0
231,11.211121285803536,1.0,12.33,0
232,5.401121285803535,0.0,2.015,1
233,1.9511212858035352,0.0,3.58,1
234,5.651121285803535,1.0,3.947,0
235,5.581121285803535,0.0,3.745,0
236,3.1911212858035354,1.0,3.947,0
237,5.421121285803535,0.0,3.745,0
238,4.051121285803536,0.0,6.364,1
239,11.131121285803536,0.0,2.931,1
