,RT1,R,RT_o,R_o
0,4.410686779850708,0.0,3.04,1
1,7.740686779850708,1.0,1.473,0
2,2.910686779850708,0.0,2.048,0
3,2.580686779850708,0.0,0.801,0
4,1.4206867798507081,1.0,3.69,0
5,2.810686779850708,0.0,3.365,0
6,5.910686779850708,1.0,6.24,0
7,3.1706867798507083,1.0,3.722,0
8,4.000686779850708,0.0,2.756,0
9,5.700686779850708,0.0,3.482,0
11,2.480686779850708,0.0,2.974,0
12,2.350686779850708,0.0,1.84,0
13,1.750686779850708,1.0,1.731,0
14,4.870686779850708,0.0,2.707,0
15,2.180686779850708,0.0,1.935,0
16,3.9006867798507083,0.0,2.732,0
17,1.5906867798507083,1.0,5.265,1
18,0.8506867798507081,1.0,6.888,1
19,4.880686779850707,0.0,4.547,1
20,2.7506867798507084,0.0,7.389,1
21,5.360686779850708,0.0,2.252,0
22,2.270686779850708,0.0,2.973,0
23,4.140686779850708,0.0,3.448,1
24,7.580686779850708,0.0,4.069,1
25,7.490686779850708,1.0,1.732,0
27,3.0206867798507084,0.0,3.555,0
30,5.480686779850708,0.0,5.39,0
31,1.580686779850708,0.0,4.163,0
32,3.7106867798507084,0.0,3.874,0
33,3.8206867798507083,0.0,2.896,0
34,3.120686779850708,0.0,2.533,0
36,1.9906867798507082,0.0,4.023,0
37,1.560686779850708,0.0,3.456,0
38,3.950686779850708,1.0,6.039,0
39,1.810686779850708,0.0,2.382,0
40,1.830686779850708,0.0,3.573,0
41,4.010686779850708,0.0,3.882,0
42,7.540686779850708,0.0,3.504,0
43,1.8606867798507083,0.0,3.282,0
44,5.640686779850708,0.0,5.257,0
45,2.7906867798507085,0.0,4.323,0
46,3.4206867798507083,0.0,5.057,0
47,7.280686779850708,0.0,1.722,0
48,1.0106867798507082,1.0,3.173,0
49,1.130686779850708,0.0,2.932,0
50,1.4906867798507082,0.0,2.823,0
51,2.170686779850708,0.0,2.846,0
52,5.600686779850708,0.0,2.385,0
53,4.210686779850708,0.0,3.415,0
55,2.990686779850708,0.0,5.74,0
57,2.250686779850708,0.0,1.853,0
58,4.340686779850708,0.0,3.115,0
59,4.640686779850708,0.0,3.373,1
60,6.380686779850707,0.0,7.239,0
61,1.790686779850708,0.0,4.411,1
62,2.460686779850708,1.0,2.75,0
63,2.290686779850708,0.0,1.674,0
64,3.200686779850708,0.0,5.207,0
65,2.260686779850708,0.0,3.064,0
66,3.3006867798507082,0.0,4.105,0
67,2.6506867798507083,0.0,4.038,0
68,5.040686779850708,1.0,2.606,0
69,1.480686779850708,0.0,7.022,0
71,2.1306867798507083,0.0,2.065,0
72,6.180686779850708,0.0,5.431,0
73,6.800686779850708,1.0,2.089,0
74,4.2906867798507085,0.0,3.838,0
75,7.400686779850708,0.0,3.298,0
76,1.2606867798507082,1.0,1.89,0
77,1.210686779850708,0.0,2.523,0
79,3.6306867798507083,0.0,2.857,0
80,3.5706867798507083,0.0,4.723,0
81,2.260686779850708,0.0,7.391,0
82,4.070686779850708,0.0,5.382,1
83,3.6306867798507083,0.0,5.735,0
84,5.980686779850708,0.0,7.539,0
85,3.4406867798507084,0.0,4.759,0
86,2.200686779850708,0.0,1.574,1
88,4.800686779850708,0.0,3.507,0
89,4.840686779850708,0.0,2.756,1
91,2.3206867798507083,0.0,1.319,1
92,4.760686779850708,0.0,7.255,1
93,1.2606867798507082,0.0,4.33,1
94,1.290686779850708,0.0,4.358,1
95,1.810686779850708,0.0,4.022,1
96,4.520686779850708,0.0,4.813,1
97,5.540686779850708,0.0,7.055,1
98,6.120686779850708,1.0,6.073,0
99,3.3206867798507083,1.0,4.59,0
100,6.4206867798507075,0.0,5.065,0
101,5.560686779850708,0.0,3.832,0
102,3.4606867798507084,0.0,3.457,1
104,3.970686779850708,0.0,1.923,0
105,2.660686779850708,1.0,1.869,0
106,5.360686779850708,0.0,6.607,0
107,2.040686779850708,0.0,4.53,1
108,1.750686779850708,1.0,1.903,0
109,3.7506867798507084,1.0,3.005,0
110,3.100686779850708,0.0,3.282,0
112,2.740686779850708,0.0,1.556,0
113,1.9306867798507081,1.0,3.102,0
114,2.330686779850708,0.0,3.872,0
116,2.040686779850708,0.0,3.407,1
117,2.7806867798507082,0.0,3.273,1
118,1.500686779850708,0.0,1.565,0
119,2.1106867798507083,1.0,5.039,0
120,1.600686779850708,0.0,2.496,0
121,2.180686779850708,0.0,4.372,0
123,3.2906867798507085,1.0,3.632,0
124,3.4606867798507084,0.0,2.057,1
125,2.8606867798507083,0.0,2.516,1
126,1.830686779850708,0.0,1.822,1
127,3.3806867798507083,0.0,2.19,1
128,1.620686779850708,0.0,3.94,1
129,3.680686779850708,0.0,2.79,0
130,2.1506867798507083,0.0,3.998,0
131,4.050686779850708,0.0,3.707,0
132,6.900686779850708,0.0,4.386,1
133,3.640686779850708,0.0,6.174,0
134,2.170686779850708,0.0,3.749,0
135,2.140686779850708,0.0,4.149,0
136,6.100686779850708,0.0,4.914,1
137,4.100686779850708,1.0,4.406,1
139,6.060686779850708,1.0,3.873,0
140,4.770686779850708,0.0,5.807,0
141,4.090686779850708,0.0,4.032,1
142,5.390686779850708,0.0,1.623,0
143,1.750686779850708,1.0,1.348,0
