,RT1,R,RT_o,R_o
0,4.452234326521522,0.0,10.381,1
1,3.912234326521522,0.0,5.896,0
2,6.602234326521522,0.0,4.548,0
3,2.432234326521522,0.0,3.531,0
4,2.732234326521522,1.0,4.014,0
5,7.0422343265215215,0.0,2.547,1
6,3.022234326521522,1.0,2.699,0
7,3.992234326521522,0.0,2.098,0
8,5.922234326521522,0.0,4.364,0
9,1.872234326521522,1.0,2.631,0
10,3.6722343265215223,0.0,2.098,0
11,4.402234326521523,1.0,5.198,0
12,2.452234326521522,0.0,9.73,0
13,2.872234326521522,1.0,2.764,0
14,3.532234326521522,0.0,4.28,0
15,8.512234326521522,0.0,3.481,0
16,12.122234326521523,1.0,3.214,0
17,3.072234326521522,0.0,3.48,0
18,5.282234326521522,1.0,3.931,1
19,4.362234326521522,0.0,2.098,1
20,2.5722343265215217,0.0,2.281,0
21,3.362234326521522,0.0,4.047,1
22,6.882234326521521,0.0,5.031,0
23,2.5022343265215223,0.0,2.047,0
24,2.482234326521522,0.0,11.281,0
25,2.352234326521522,0.0,6.681,1
26,2.242234326521522,1.0,7.148,0
27,3.6522343265215222,0.0,7.065,0
28,5.402234326521523,1.0,4.597,0
29,2.872234326521522,0.0,6.248,0
30,2.832234326521522,0.0,2.88,0
31,1.812234326521522,0.0,2.497,0
32,8.602234326521522,1.0,1.714,0
33,2.722234326521522,1.0,3.481,0
34,10.302234326521523,0.0,5.681,1
35,2.4622343265215223,0.0,2.631,0
36,6.132234326521521,1.0,4.031,0
37,4.012234326521522,0.0,2.647,0
38,5.842234326521522,0.0,6.216,0
39,2.042234326521522,1.0,5.516,1
40,6.592234326521522,0.0,3.599,0
41,2.3222343265215217,0.0,4.733,1
42,3.772234326521522,0.0,3.882,1
43,6.852234326521522,1.0,6.067,0
44,5.362234326521522,1.0,5.065,0
45,4.572234326521523,0.0,3.23,0
46,4.852234326521522,0.0,3.08,0
47,2.902234326521522,0.0,4.698,0
48,2.4622343265215223,0.0,3.847,0
49,5.922234326521522,1.0,3.965,0
50,2.042234326521522,0.0,4.131,0
51,2.2522343265215223,0.0,10.848,1
52,8.122234326521522,0.0,3.68,1
53,3.292234326521522,0.0,5.231,0
54,4.002234326521522,0.0,7.932,0
55,4.052234326521522,1.0,7.331,0
56,3.7122343265215223,0.0,3.781,0
57,7.022234326521522,1.0,4.847,0
58,2.9222343265215223,1.0,3.763,0
59,5.2922343265215215,0.0,12.398,0
60,7.022234326521522,0.0,2.648,0
61,4.932234326521522,0.0,3.998,0
62,1.952234326521522,1.0,3.247,0
63,5.1622343265215225,1.0,3.614,0
64,6.0422343265215215,1.0,1.413,0
65,2.8822343265215222,1.0,3.648,0
66,3.0022343265215223,1.0,5.098,0
67,2.602234326521522,1.0,5.648,0
68,2.642234326521522,1.0,5.248,1
69,5.862234326521522,1.0,3.031,1
70,5.702234326521522,1.0,1.565,1
71,1.832234326521522,1.0,8.165,0
72,6.1222343265215216,0.0,2.532,0
73,2.622234326521522,0.0,4.032,0
74,2.452234326521522,0.0,5.432,0
75,8.872234326521522,0.0,2.515,0
76,3.972234326521522,0.0,3.149,0
77,2.202234326521522,1.0,5.064,0
78,3.972234326521522,1.0,9.881,0
79,2.152234326521522,0.0,3.148,0
80,3.602234326521522,0.0,3.064,1
81,2.142234326521522,0.0,5.131,0
82,4.462234326521522,0.0,3.814,0
83,14.132234326521523,1.0,2.897,0
84,1.8222343265215222,0.0,3.363,0
85,5.402234326521523,0.0,4.464,0
86,3.492234326521522,0.0,3.364,0
87,6.802234326521521,0.0,3.914,0
88,6.532234326521522,0.0,3.214,0
89,2.852234326521522,0.0,3.131,0
90,1.992234326521522,0.0,2.164,0
91,2.032234326521522,0.0,4.83,0
92,3.802234326521522,0.0,2.58,0
93,2.4622343265215223,0.0,1.547,0
94,4.442234326521522,0.0,2.448,0
95,2.732234326521522,0.0,5.981,0
96,3.142234326521522,1.0,12.648,1
97,6.232234326521523,0.0,7.582,0
98,3.792234326521522,1.0,12.33,0
99,2.8822343265215222,1.0,6.446,1
100,2.722234326521522,0.0,2.615,0
101,9.192234326521522,0.0,2.532,0
102,7.602234326521522,0.0,2.899,1
103,3.732234326521522,0.0,2.182,0
104,1.702234326521522,0.0,2.015,1
105,2.432234326521522,0.0,8.015,1
106,5.952234326521522,0.0,5.131,0
107,2.692234326521522,1.0,4.347,1
108,4.9922343265215225,0.0,1.597,1
109,8.722234326521523,1.0,3.498,1
110,6.9122343265215225,1.0,2.997,1
111,2.3222343265215217,0.0,7.514,0
112,7.4122343265215225,0.0,4.765,0
113,4.272234326521522,0.0,2.331,0
114,3.6722343265215223,0.0,3.265,0
115,4.442234326521522,0.0,3.947,0
116,2.162234326521522,1.0,3.597,0
117,2.312234326521522,0.0,7.014,1
118,3.502234326521522,0.0,9.865,0
119,2.152234326521522,0.0,7.346,0
120,3.752234326521522,0.0,8.797,1
121,2.142234326521522,0.0,5.947,1
122,4.092234326521522,0.0,3.348,1
123,5.722234326521523,0.0,7.931,0
124,3.772234326521522,0.0,2.564,1
125,11.722234326521523,1.0,2.964,0
126,7.8722343265215216,1.0,4.115,1
127,2.7522343265215223,0.0,3.58,1
128,11.942234326521522,1.0,5.698,0
129,1.7822343265215221,0.0,2.164,0
130,8.312234326521523,0.0,2.897,0
131,4.312234326521522,0.0,3.765,0
132,12.972234326521523,1.0,1.648,0
133,5.442234326521522,0.0,2.13,0
134,3.182234326521522,0.0,11.931,0
135,8.112234326521522,0.0,4.08,0
136,8.212234326521521,0.0,5.514,0
137,4.442234326521522,0.0,2.598,1
138,3.872234326521522,0.0,2.548,1
139,2.2122343265215223,1.0,2.98,1
140,3.102234326521522,1.0,7.498,0
141,2.842234326521522,0.0,4.831,0
142,3.412234326521522,1.0,3.565,0
143,9.752234326521522,0.0,3.581,0
144,5.652234326521523,0.0,4.514,0
145,2.272234326521522,0.0,3.798,0
146,4.682234326521522,0.0,1.915,0
147,5.932234326521522,0.0,2.981,0
148,2.622234326521522,0.0,4.581,0
149,2.982234326521522,0.0,2.365,0
150,3.282234326521522,0.0,2.814,0
151,4.352234326521522,0.0,1.931,0
152,2.652234326521522,0.0,3.947,0
153,3.242234326521522,0.0,3.745,0
154,2.412234326521522,0.0,6.349,0
155,4.322234326521523,0.0,7.564,0
156,2.442234326521522,0.0,7.215,0
157,4.322234326521523,0.0,2.248,0
158,2.7922343265215224,0.0,4.281,0
159,12.272234326521522,0.0,3.531,0
160,2.822234326521522,0.0,5.431,0
161,3.9422343265215223,0.0,5.664,0
162,2.772234326521522,0.0,6.364,1
163,4.052234326521522,1.0,2.664,1
164,2.232234326521522,0.0,2.647,1
165,2.722234326521522,0.0,10.265,0
166,2.7522343265215223,0.0,5.699,0
167,4.112234326521522,1.0,8.797,0
168,2.732234326521522,0.0,6.831,0
169,1.882234326521522,0.0,2.848,0
170,11.222234326521523,0.0,6.082,0
171,4.1622343265215225,0.0,3.231,1
172,2.932234326521522,0.0,3.215,0
173,6.462234326521521,1.0,5.148,0
174,4.672234326521522,0.0,4.798,0
175,4.652234326521523,0.0,4.614,0
176,5.062234326521522,0.0,5.147,0
177,3.6322343265215222,1.0,2.831,0
178,3.182234326521522,1.0,3.915,0
179,8.132234326521521,0.0,5.515,0
180,3.562234326521522,1.0,4.097,1
181,2.552234326521522,0.0,5.631,1
182,3.032234326521522,0.0,3.548,1
183,3.152234326521522,0.0,9.648,0
184,3.0022343265215223,0.0,9.881,0
185,9.242234326521523,0.0,4.047,0
186,2.772234326521522,0.0,3.464,0
187,2.602234326521522,0.0,9.531,0
188,6.582234326521522,1.0,9.397,0
189,1.642234326521522,0.0,2.947,0
190,2.412234326521522,0.0,8.115,1
191,2.4622343265215223,1.0,7.198,0
192,8.312234326521523,1.0,4.564,0
193,3.222234326521522,0.0,11.914,1
194,16.16223432652152,0.0,4.346,0
195,4.502234326521522,0.0,9.815,1
196,4.952234326521522,1.0,3.665,0
197,3.122234326521522,1.0,3.565,0
198,2.062234326521522,0.0,5.831,0
199,2.102234326521522,0.0,2.615,0
200,3.472234326521522,1.0,10.163,1
201,6.442234326521522,0.0,4.881,0
202,2.812234326521522,1.0,3.032,0
203,3.1922343265215223,1.0,2.348,0
204,5.722234326521523,0.0,6.732,0
205,6.552234326521521,0.0,2.329,0
206,4.942234326521522,1.0,4.146,0
207,6.5422343265215215,0.0,8.198,1
208,3.372234326521522,0.0,4.081,0
209,3.052234326521522,0.0,2.213,1
210,3.952234326521522,0.0,2.931,1
211,4.142234326521522,1.0,2.731,1
212,16.16223432652152,1.0,5.481,0
213,1.912234326521522,0.0,3.897,0
214,12.812234326521523,0.0,5.414,0
215,2.892234326521522,1.0,6.014,1
216,1.602234326521522,0.0,3.131,1
217,3.662234326521522,1.0,3.679,1
218,2.3222343265215217,0.0,4.081,0
219,1.972234326521522,0.0,2.496,0
220,2.472234326521522,0.0,9.747,0
221,2.272234326521522,0.0,4.797,0
222,3.832234326521522,0.0,5.38,0
223,4.782234326521522,0.0,1.78,0
224,3.312234326521522,1.0,11.281,0
225,6.8722343265215216,0.0,11.281,0
226,3.242234326521522,1.0,6.681,1
227,2.602234326521522,0.0,11.281,0
228,5.1622343265215225,1.0,5.065,0
229,3.912234326521522,0.0,5.065,0
230,4.052234326521522,0.0,3.23,0
231,2.682234326521522,0.0,5.981,0
232,4.712234326521522,1.0,2.532,0
233,2.3222343265215217,0.0,2.964,0
234,2.622234326521522,1.0,3.947,0
235,5.612234326521522,0.0,3.745,0
236,4.072234326521523,0.0,3.947,0
237,1.902234326521522,1.0,3.745,0
238,3.4022343265215222,0.0,6.364,1
239,3.482234326521522,0.0,8.198,1
