,RT1,R,RT_o,R_o
0,3.600570646830046,0.0,3.04,1
1,3.600570646830046,1.0,1.473,0
2,1.2905706468300457,0.0,2.048,0
3,1.0605706468300458,1.0,0.801,0
4,2.450570646830046,1.0,3.69,0
5,1.800570646830046,0.0,3.365,0
6,1.610570646830046,0.0,6.24,0
7,2.6505706468300456,0.0,3.722,0
8,3.4405706468300457,1.0,2.756,0
9,4.610570646830046,0.0,3.482,0
10,2.420570646830046,1.0,3.264,0
11,5.790570646830046,1.0,2.974,0
12,2.0605706468300458,0.0,1.84,0
13,2.2905706468300457,0.0,1.731,0
14,5.3205706468300455,0.0,2.707,0
15,2.3105706468300458,1.0,1.935,0
16,5.4905706468300455,0.0,2.732,0
17,2.420570646830046,0.0,5.265,1
18,3.1505706468300456,0.0,6.888,1
19,5.8205706468300455,0.0,4.547,1
20,5.510570646830046,0.0,7.389,1
21,3.4205706468300456,1.0,2.252,0
22,5.460570646830046,0.0,2.973,0
23,3.490570646830046,0.0,3.448,1
24,4.930570646830046,0.0,4.069,1
25,1.070570646830046,0.0,1.732,0
26,3.660570646830046,0.0,1.356,0
27,2.260570646830046,1.0,3.555,0
28,1.720570646830046,0.0,1.838,0
29,3.240570646830046,1.0,2.598,0
30,6.0705706468300455,0.0,5.39,0
31,3.3305706468300458,0.0,4.163,0
32,5.970570646830046,0.0,3.874,0
33,1.2905706468300457,0.0,2.896,0
34,1.1205706468300458,0.0,2.533,0
35,1.650570646830046,0.0,3.04,0
36,2.5705706468300455,0.0,4.023,0
37,2.870570646830046,0.0,3.456,0
38,4.270570646830046,0.0,6.039,0
39,3.320570646830046,0.0,2.382,0
40,1.220570646830046,0.0,3.573,0
41,7.140570646830046,0.0,3.882,0
42,1.610570646830046,1.0,3.504,0
43,3.0005706468300457,1.0,3.282,0
44,1.7105706468300457,0.0,5.257,0
45,4.950570646830045,1.0,4.323,0
46,2.300570646830046,0.0,5.057,0
47,1.650570646830046,1.0,1.722,0
48,1.6405706468300458,0.0,3.173,0
49,5.390570646830046,1.0,2.932,0
50,4.220570646830046,1.0,2.823,0
51,5.8205706468300455,0.0,2.846,0
52,1.3805706468300458,1.0,2.385,0
54,5.180570646830046,0.0,2.323,0
55,5.610570646830046,0.0,5.74,0
56,4.930570646830046,0.0,5.023,0
57,2.4405706468300457,0.0,1.853,0
58,1.8905706468300458,0.0,3.115,0
59,2.280570646830046,0.0,3.373,1
60,1.860570646830046,1.0,7.239,0
61,1.780570646830046,0.0,4.411,1
62,2.1905706468300457,0.0,2.75,0
63,4.060570646830046,0.0,1.674,0
64,2.910570646830046,0.0,5.207,0
65,1.7005706468300459,0.0,3.064,0
66,3.700570646830046,0.0,4.105,0
67,2.370570646830046,0.0,4.038,0
68,3.950570646830046,0.0,2.606,0
69,6.360570646830046,0.0,7.022,0
70,1.3105706468300458,0.0,4.072,1
71,3.4205706468300456,0.0,2.065,0
72,1.460570646830046,0.0,5.431,0
73,4.920570646830046,1.0,2.089,0
74,3.5205706468300457,0.0,3.838,0
75,4.630570646830046,1.0,3.298,0
76,2.530570646830046,0.0,1.89,0
77,1.4105706468300458,0.0,2.523,0
78,2.700570646830046,0.0,1.124,0
79,2.2105706468300457,0.0,2.857,0
80,2.5205706468300457,0.0,4.723,0
81,2.340570646830046,0.0,7.391,0
82,7.480570646830046,0.0,5.382,1
83,1.610570646830046,1.0,5.735,0
84,1.3605706468300458,1.0,7.539,0
85,2.600570646830046,0.0,4.759,0
86,4.150570646830046,0.0,1.574,1
88,1.030570646830046,0.0,3.507,0
89,2.720570646830046,0.0,2.756,1
90,2.4405706468300457,0.0,1.731,1
91,4.400570646830046,0.0,1.319,1
92,3.720570646830046,0.0,7.255,1
93,2.6705706468300456,0.0,4.33,1
94,1.6605706468300458,0.0,4.358,1
95,1.3105706468300458,0.0,4.022,1
97,1.470570646830046,0.0,7.055,1
98,5.790570646830046,0.0,6.073,0
99,2.380570646830046,0.0,4.59,0
100,6.500570646830046,0.0,5.065,0
101,2.2305706468300457,0.0,3.832,0
102,3.240570646830046,1.0,3.457,1
103,2.680570646830046,0.0,3.833,0
104,5.920570646830046,0.0,1.923,0
105,3.6505706468300456,0.0,1.869,0
106,3.590570646830046,0.0,6.607,0
107,1.090570646830046,1.0,4.53,1
108,6.800570646830046,0.0,1.903,0
109,2.8105706468300458,1.0,3.005,0
111,2.0605706468300458,0.0,4.491,0
112,2.5005706468300457,0.0,1.556,0
113,2.870570646830046,0.0,3.102,0
114,3.070570646830046,0.0,3.872,0
115,7.350570646830046,1.0,3.249,0
117,5.190570646830046,1.0,3.273,1
119,1.9605706468300457,0.0,5.039,0
120,1.760570646830046,0.0,2.496,0
121,1.650570646830046,0.0,4.372,0
122,4.8205706468300455,0.0,6.403,0
123,1.4205706468300459,1.0,3.632,0
124,3.370570646830046,1.0,2.057,1
