,RT1,R,RT_o,R_o
0,4.130743111126813,0.0,3.04,1
1,5.090743111126814,0.0,1.473,0
2,5.050743111126814,1.0,2.048,0
3,2.7007431111268136,0.0,0.801,0
4,2.5507431111268133,1.0,3.69,0
5,4.150743111126814,0.0,3.365,0
6,2.7407431111268137,0.0,6.24,0
7,1.3807431111268136,0.0,3.722,0
8,2.3407431111268138,0.0,2.756,0
9,3.3307431111268135,0.0,3.482,0
10,7.730743111126814,0.0,3.264,0
11,6.310743111126814,1.0,2.974,0
12,5.050743111126814,0.0,1.84,0
13,1.6007431111268138,0.0,1.731,0
14,1.2007431111268136,0.0,2.707,0
15,4.550743111126814,0.0,1.935,0
16,2.3107431111268135,0.0,2.732,0
17,2.1807431111268136,0.0,5.265,1
18,1.3807431111268136,1.0,6.888,1
19,1.3307431111268135,0.0,4.547,1
21,7.530743111126814,1.0,2.252,0
22,2.8007431111268133,0.0,2.973,0
23,7.480743111126814,0.0,3.448,1
24,1.4907431111268137,0.0,4.069,1
25,1.8107431111268137,0.0,1.732,0
26,1.7007431111268136,1.0,1.356,0
27,4.490743111126814,0.0,3.555,0
28,1.4307431111268136,0.0,1.838,0
29,3.6607431111268136,1.0,2.598,0
30,1.6307431111268138,1.0,5.39,0
31,2.7207431111268137,1.0,4.163,0
32,1.6907431111268136,0.0,3.874,0
33,3.4007431111268134,1.0,2.896,0
34,5.680743111126814,0.0,2.533,0
35,2.1807431111268136,0.0,3.04,0
36,4.140743111126814,1.0,4.023,0
37,1.8107431111268137,1.0,3.456,0
38,1.9007431111268136,1.0,6.039,0
39,3.1107431111268133,0.0,2.382,0
40,3.4707431111268137,0.0,3.573,0
41,4.070743111126814,0.0,3.882,0
43,3.7507431111268135,1.0,3.282,0
45,4.990743111126814,0.0,4.323,0
46,2.6607431111268136,1.0,5.057,0
47,1.9007431111268136,0.0,1.722,0
49,4.230743111126814,0.0,2.932,0
50,2.6407431111268136,0.0,2.823,0
51,4.910743111126814,0.0,2.846,0
52,5.280743111126814,0.0,2.385,0
53,4.650743111126814,1.0,3.415,0
54,3.6707431111268134,1.0,2.323,0
55,2.2107431111268134,0.0,5.74,0
56,1.9007431111268136,0.0,5.023,0
57,7.800743111126814,0.0,1.853,0
59,2.4407431111268134,1.0,3.373,1
60,1.5007431111268137,0.0,7.239,0
61,3.5807431111268135,1.0,4.411,1
62,1.0607431111268135,1.0,2.75,0
63,5.520743111126814,1.0,1.674,0
64,3.3007431111268133,1.0,5.207,0
65,2.8607431111268133,0.0,3.064,0
66,2.8207431111268133,1.0,4.105,0
67,3.1107431111268133,0.0,4.038,0
68,3.3107431111268135,0.0,2.606,0
69,1.8807431111268138,0.0,7.022,0
70,1.4507431111268136,0.0,4.072,1
71,2.6907431111268134,0.0,2.065,0
73,2.1007431111268136,0.0,2.089,0
75,6.070743111126814,0.0,3.298,0
76,2.2907431111268135,0.0,1.89,0
77,2.2107431111268134,1.0,2.523,0
78,5.140743111126814,0.0,1.124,0
79,3.1707431111268134,0.0,2.857,0
80,2.4407431111268134,1.0,4.723,0
81,1.2807431111268137,0.0,7.391,0
82,2.1607431111268136,0.0,5.382,1
83,3.5507431111268137,0.0,5.735,0
86,5.400743111126814,0.0,1.574,1
87,2.6107431111268133,1.0,1.547,1
89,5.070743111126814,0.0,2.756,1
90,2.7007431111268136,0.0,1.731,1
91,4.840743111126814,0.0,1.319,1
92,3.5007431111268135,0.0,7.255,1
93,4.540743111126814,0.0,4.33,1
94,6.890743111126814,0.0,4.358,1
95,2.3507431111268136,0.0,4.022,1
96,1.4807431111268137,1.0,4.813,1
97,1.9307431111268136,0.0,7.055,1
98,3.7207431111268137,0.0,6.073,0
99,4.100743111126814,0.0,4.59,0
100,2.9507431111268136,0.0,5.065,0
101,2.6407431111268136,0.0,3.832,0
102,1.7507431111268137,0.0,3.457,1
103,6.610743111126814,0.0,3.833,0
104,2.0807431111268135,0.0,1.923,0
105,3.4207431111268134,0.0,1.869,0
106,1.2507431111268137,0.0,6.607,0
107,6.220743111126814,0.0,4.53,1
108,2.2707431111268135,0.0,1.903,0
109,7.020743111126814,0.0,3.005,0
110,0.9407431111268136,0.0,3.282,0
111,1.8007431111268137,0.0,4.491,0
112,7.850743111126814,0.0,1.556,0
113,3.8907431111268136,1.0,3.102,0
114,7.590743111126814,0.0,3.872,0
115,4.310743111126814,1.0,3.249,0
116,1.6807431111268136,0.0,3.407,1
117,5.310743111126814,1.0,3.273,1
118,3.1307431111268134,0.0,1.565,0
119,1.8607431111268138,0.0,5.039,0
120,1.7207431111268137,1.0,2.496,0
121,4.450743111126814,1.0,4.372,0
122,1.2907431111268137,0.0,6.403,0
123,4.590743111126814,0.0,3.632,0
124,3.7407431111268137,1.0,2.057,1
125,3.0407431111268135,0.0,2.516,1
126,5.360743111126814,0.0,1.822,1
127,1.5407431111268137,0.0,2.19,1
128,6.480743111126814,0.0,3.94,1
129,4.430743111126814,0.0,2.79,0
130,1.7007431111268136,1.0,3.998,0
131,5.760743111126814,0.0,3.707,0
132,2.7507431111268135,0.0,4.386,1
133,1.1707431111268136,0.0,6.174,0
134,1.4307431111268136,0.0,3.749,0
136,5.750743111126814,0.0,4.914,1
138,1.9707431111268137,1.0,4.941,0
139,5.270743111126814,1.0,3.873,0
140,2.2307431111268134,1.0,5.807,0
141,1.1707431111268136,0.0,4.032,1
142,2.8207431111268133,0.0,1.623,0
143,1.3307431111268135,1.0,1.348,0
144,1.8507431111268138,0.0,2.49,0
145,1.7607431111268137,0.0,1.628,0
146,4.170743111126813,1.0,1.273,0
147,3.8107431111268135,1.0,3.44,0
148,5.790743111126814,0.0,5.457,0
149,1.2807431111268137,1.0,4.565,1
150,4.510743111126814,0.0,2.557,0
152,3.2807431111268137,0.0,2.623,0
154,1.4407431111268136,1.0,6.49,1
155,2.2007431111268136,1.0,4.297,0
156,2.3707431111268136,1.0,7.64,0
157,3.5607431111268135,0.0,4.336,0
158,6.910743111126814,0.0,3.05,0
159,3.6407431111268136,0.0,2.806,0
160,4.220743111126814,1.0,2.239,0
161,3.1607431111268136,0.0,2.139,0
162,1.7907431111268137,0.0,2.131,0
163,7.250743111126814,0.0,0.654,0
164,1.4807431111268137,1.0,3.673,0
165,2.2907431111268135,1.0,6.44,1
166,1.6307431111268138,0.0,4.67,0
167,7.550743111126814,1.0,2.823,0
168,2.7807431111268137,0.0,3.148,1
169,4.2507431111268135,1.0,4.523,1
170,2.9407431111268134,0.0,3.257,0
171,3.9807431111268134,0.0,4.239,1
172,5.120743111126814,0.0,3.465,1
173,2.3707431111268136,0.0,4.655,0
174,6.600743111126814,0.0,1.873,0
175,1.3807431111268136,0.0,3.44,0
178,1.0107431111268137,0.0,3.448,1
179,6.890743111126814,0.0,2.973,0
181,1.6007431111268138,0.0,3.555,0
182,4.430743111126814,0.0,3.456,0
183,3.2707431111268135,0.0,6.039,0
184,1.6507431111268136,1.0,4.023,0
185,1.7207431111268137,0.0,4.323,0
186,1.7207431111268137,0.0,4.323,0
187,4.060743111126814,0.0,4.323,0
188,1.3707431111268136,0.0,4.323,0
189,2.4707431111268137,1.0,4.411,1
190,4.830743111126814,0.0,3.373,1
191,2.1607431111268136,0.0,4.411,1
192,2.1507431111268134,1.0,2.75,0
193,7.610743111126814,1.0,1.674,0
194,1.8507431111268138,1.0,2.75,0
195,5.070743111126814,1.0,2.606,0
196,4.370743111126814,1.0,4.038,0
197,2.0907431111268138,0.0,2.523,0
198,2.110743111126814,1.0,5.065,0
199,3.9507431111268136,0.0,6.073,0
200,3.6307431111268134,0.0,5.065,0
201,4.950743111126814,0.0,3.457,1
202,3.8107431111268135,0.0,3.457,1
203,3.4907431111268137,0.0,3.457,1
204,1.8707431111268138,0.0,3.832,0
205,3.2107431111268134,0.0,3.833,0
206,6.350743111126814,0.0,3.833,0
207,3.8907431111268136,1.0,1.923,0
208,3.7307431111268134,0.0,6.607,0
209,2.0707431111268138,1.0,6.607,0
210,2.4607431111268134,0.0,6.607,0
211,3.0207431111268135,1.0,6.607,0
212,3.7907431111268135,0.0,6.607,0
214,5.500743111126814,1.0,3.005,0
215,6.200743111126814,0.0,4.53,1
217,4.360743111126814,1.0,3.273,1
218,3.4007431111268134,0.0,3.273,1
219,1.9207431111268136,0.0,3.273,1
220,3.9607431111268134,0.0,4.372,0
222,3.3407431111268133,0.0,4.386,1
223,3.7507431111268135,0.0,4.149,0
224,2.0807431111268135,0.0,4.149,0
226,2.5807431111268135,0.0,4.336,0
227,0.9407431111268136,0.0,4.336,0
228,5.590743111126814,0.0,6.44,1
229,4.020743111126814,0.0,4.67,0
230,5.400743111126814,0.0,3.673,0
233,5.970743111126814,0.0,4.655,0
