,RT1,R,RT_o,R_o
0,1.7825227543316462,1.0,10.381,1
1,2.032522754331646,0.0,5.896,0
2,2.412522754331646,0.0,4.548,0
3,11.262522754331645,0.0,3.531,0
4,3.582522754331646,0.0,4.014,0
5,5.462522754331647,0.0,2.547,1
6,2.4825227543316464,1.0,2.699,0
7,9.672522754331645,0.0,2.098,0
8,4.422522754331646,0.0,4.364,0
9,2.702522754331646,1.0,2.631,0
10,5.6825227543316466,0.0,2.098,0
11,3.9325227543316466,0.0,5.198,0
12,5.8125227543316464,0.0,9.73,0
13,6.762522754331647,0.0,2.764,0
14,3.212522754331646,1.0,4.28,0
15,2.352522754331646,0.0,3.481,0
16,2.132522754331646,0.0,3.214,0
17,2.642522754331646,0.0,3.48,0
18,1.672522754331646,0.0,3.931,1
19,1.892522754331646,1.0,2.098,1
20,6.012522754331647,0.0,2.281,0
21,2.932522754331646,0.0,4.047,1
22,1.862522754331646,0.0,5.031,0
23,5.112522754331646,0.0,2.047,0
24,6.3525227543316465,1.0,11.281,0
25,4.1025227543316465,0.0,6.681,1
26,5.512522754331647,0.0,7.148,0
27,4.192522754331646,0.0,7.065,0
28,6.582522754331646,0.0,4.597,0
29,2.632522754331646,0.0,6.248,0
30,3.5125227543316457,0.0,2.88,0
31,10.882522754331646,0.0,2.497,0
32,2.842522754331646,0.0,1.714,0
33,4.252522754331646,1.0,3.481,0
34,2.022522754331646,0.0,5.681,1
35,2.042522754331646,0.0,2.631,0
36,7.572522754331646,1.0,4.031,0
37,4.382522754331646,0.0,2.647,0
38,2.962522754331646,1.0,6.216,0
39,6.032522754331646,0.0,5.516,1
40,2.722522754331646,1.0,3.599,0
41,2.9825227543316464,0.0,4.733,1
42,2.492522754331646,0.0,3.882,1
43,2.3625227543316463,0.0,6.067,0
44,8.682522754331647,0.0,5.065,0
45,10.842522754331645,0.0,3.23,0
46,3.4725227543316457,0.0,3.08,0
47,2.622522754331646,0.0,4.698,0
48,3.702522754331646,0.0,3.847,0
49,5.802522754331647,1.0,3.965,0
50,7.942522754331646,0.0,4.131,0
51,5.6425227543316465,0.0,10.848,1
52,2.632522754331646,1.0,3.68,1
53,4.152522754331646,0.0,5.231,0
