RT,R
3.5221733765752203,0.0
2.3021733765752206,0.0
4.2621733765752206,0.0
1.7521733765752203,0.0
2.1221733765752204,1.0
2.6221733765752204,0.0
4.56217337657522,0.0
6.9321733765752205,1.0
3.0521733765752206,0.0
6.86217337657522,0.0
3.7721733765752203,0.0
3.4021733765752202,1.0
2.9121733765752205,0.0
3.11217337657522,0.0
9.58217337657522,1.0
3.4721733765752205,0.0
6.82217337657522,0.0
8.12217337657522,0.0
2.4421733765752203,0.0
4.712173376575221,0.0
6.48217337657522,0.0
16.15217337657522,0.0
3.1421733765752204,1.0
1.7521733765752203,1.0
2.6221733765752204,1.0
1.6621733765752205,0.0
4.06217337657522,0.0
2.6321733765752207,0.0
2.6821733765752205,1.0
3.7121733765752207,1.0
5.86217337657522,0.0
7.552173376575221,0.0
4.10217337657522,0.0
4.912173376575221,0.0
5.15217337657522,0.0
3.0221733765752203,0.0
6.32217337657522,0.0
1.8921733765752204,0.0
4.9321733765752205,0.0
5.27217337657522,0.0
1.6621733765752205,0.0
4.382173376575221,0.0
3.162173376575221,0.0
3.82217337657522,0.0
3.8421733765752206,0.0
3.9321733765752205,1.0
3.7521733765752208,0.0
2.5621733765752204,0.0
2.542173376575221,1.0
2.9121733765752205,0.0
6.382173376575221,0.0
11.42217337657522,1.0
4.32217337657522,0.0
16.15217337657522,0.0
4.582173376575221,0.0
4.40217337657522,0.0
4.6821733765752205,0.0
6.1421733765752204,1.0
1.5921733765752204,0.0
2.6321733765752207,1.0
5.712173376575221,0.0
5.19217337657522,0.0
5.9321733765752205,0.0
3.6821733765752205,0.0
5.132173376575221,0.0
7.65217337657522,0.0
2.1821733765752205,1.0
2.1721733765752207,1.0
2.1221733765752204,1.0
8.092173376575222,0.0
4.9721733765752205,0.0
12.14217337657522,0.0
5.212173376575221,0.0
3.49217337657522,1.0
2.1321733765752207,0.0
4.452173376575221,0.0
10.99217337657522,0.0
5.27217337657522,0.0
2.9421733765752203,0.0
1.9421733765752205,0.0
8.112173376575221,0.0
2.2121733765752207,1.0
2.6521733765752202,0.0
2.1021733765752204,1.0
5.3921733765752204,0.0
2.8321733765752204,0.0
9.06217337657522,1.0
6.29217337657522,0.0
3.53217337657522,1.0
4.632173376575221,0.0
7.08217337657522,0.0
5.95217337657522,0.0
1.9621733765752205,0.0
2.1921733765752203,0.0
4.582173376575221,0.0
2.542173376575221,0.0
2.5521733765752206,0.0
1.8921733765752204,0.0
2.4621733765752207,0.0
4.622173376575221,0.0
4.912173376575221,1.0
5.23217337657522,0.0
3.0521733765752206,0.0
2.4021733765752202,1.0
8.952173376575221,0.0
3.7521733765752208,0.0
6.5121733765752206,0.0
3.5021733765752208,0.0
3.2221733765752205,0.0
5.382173376575221,1.0
6.172173376575221,1.0
4.74217337657522,0.0
3.622173376575221,1.0
4.792173376575221,0.0
6.462173376575221,0.0
4.52217337657522,0.0
1.7021733765752205,0.0
4.382173376575221,0.0
3.82217337657522,0.0
16.15217337657522,0.0
4.11217337657522,0.0
5.172173376575221,0.0
8.252173376575222,0.0
4.99217337657522,0.0
4.48217337657522,0.0
12.192173376575221,0.0
7.752173376575221,0.0
2.4921733765752205,1.0
3.8821733765752207,1.0
8.352173376575221,1.0
4.65217337657522,0.0
8.55217337657522,0.0
2.1921733765752203,1.0
3.1221733765752204,0.0
2.4721733765752205,0.0
3.5221733765752203,0.0
7.752173376575221,0.0
6.33217337657522,0.0
12.202173376575221,1.0
4.5121733765752206,0.0
3.412173376575221,0.0
4.132173376575221,0.0
6.82217337657522,0.0
2.7321733765752203,0.0
7.712173376575221,0.0
7.73217337657522,0.0
6.08217337657522,0.0
8.54217337657522,0.0
4.872173376575221,0.0
5.082173376575221,0.0
9.022173376575221,0.0
2.1621733765752205,0.0
5.28217337657522,0.0
3.0221733765752203,1.0
5.9721733765752205,0.0
6.83217337657522,1.0
4.122173376575221,0.0
1.9721733765752205,0.0
5.632173376575221,0.0
3.0521733765752206,0.0
2.8121733765752204,0.0
4.99217337657522,0.0
2.3021733765752206,0.0
4.73217337657522,0.0
5.44217337657522,0.0
3.3821733765752207,0.0
7.3921733765752204,0.0
2.7621733765752206,1.0
7.16217337657522,0.0
5.042173376575221,0.0
3.6921733765752203,0.0
2.32217337657522,0.0
2.6421733765752204,0.0
2.9721733765752205,0.0
6.40217337657522,0.0
4.7621733765752206,0.0
3.2121733765752207,0.0
7.15217337657522,0.0
3.28217337657522,0.0
4.122173376575221,0.0
8.002173376575222,1.0
1.7721733765752203,1.0
3.2521733765752208,1.0
2.4021733765752202,0.0
2.6921733765752203,1.0
14.182173376575221,0.0
2.9621733765752207,1.0
5.06217337657522,0.0
2.9121733765752205,1.0
7.73217337657522,0.0
2.32217337657522,1.0
5.32217337657522,0.0
4.9721733765752205,1.0
2.1221733765752204,0.0
3.74217337657522,0.0
6.40217337657522,1.0
9.40217337657522,0.0
4.162173376575221,0.0
11.522173376575221,0.0
10.282173376575221,1.0
1.7321733765752203,1.0
2.4621733765752207,0.0
3.4221733765752207,0.0
8.23217337657522,0.0
2.8121733765752204,0.0
3.9621733765752207,1.0
4.422173376575221,1.0
8.30217337657522,0.0
1.9821733765752205,0.0
5.29217337657522,0.0
2.4721733765752205,0.0
3.0621733765752204,1.0
6.08217337657522,0.0
5.28217337657522,0.0
10.25217337657522,0.0
3.2621733765752206,0.0
2.4921733765752205,0.0
4.122173376575221,0.0
2.8721733765752204,0.0
7.23217337657522,0.0
2.1421733765752204,0.0
2.7521733765752208,0.0
10.782173376575221,0.0
2.8821733765752207,0.0
