,RT1,R,RT_o,R_o
0,3.041203015883737,0.0,3.04,1
1,5.651203015883737,0.0,1.473,0
2,2.7812030158837366,0.0,2.048,0
3,4.251203015883737,1.0,0.801,0
4,6.1612030158837365,0.0,3.69,0
5,3.0312030158837366,0.0,3.365,0
6,7.101203015883737,0.0,6.24,0
7,3.971203015883737,0.0,3.722,0
8,5.041203015883736,0.0,2.756,0
9,1.3612030158837367,1.0,3.482,0
10,2.181203015883737,1.0,3.264,0
12,4.451203015883737,0.0,1.84,0
13,2.541203015883737,0.0,1.731,0
14,3.891203015883737,0.0,2.707,0
15,3.931203015883737,0.0,1.935,0
17,2.6612030158837365,0.0,5.265,1
18,2.8612030158837367,1.0,6.888,1
19,2.561203015883737,1.0,4.547,1
20,2.4212030158837368,1.0,7.389,1
21,5.141203015883737,0.0,2.252,0
22,2.021203015883737,0.0,2.973,0
23,1.6412030158837367,0.0,3.448,1
24,2.7812030158837366,0.0,4.069,1
25,1.9312030158837368,0.0,1.732,0
26,4.781203015883737,0.0,1.356,0
27,2.1612030158837365,0.0,3.555,0
28,1.8212030158837367,0.0,1.838,0
29,2.911203015883737,0.0,2.598,0
30,2.051203015883737,0.0,5.39,0
31,2.3312030158837365,0.0,4.163,0
32,1.9112030158837368,0.0,3.874,0
33,3.6312030158837367,0.0,2.896,0
34,6.921203015883737,0.0,2.533,0
35,2.851203015883737,0.0,3.04,0
36,5.441203015883737,0.0,4.023,0
37,5.301203015883737,0.0,3.456,0
38,4.431203015883737,0.0,6.039,0
41,5.1612030158837365,0.0,3.882,0
42,1.6712030158837368,0.0,3.504,0
43,4.171203015883737,0.0,3.282,0
44,3.891203015883737,1.0,5.257,0
45,3.681203015883737,1.0,4.323,0
46,7.481203015883737,0.0,5.057,0
47,5.8712030158837365,1.0,1.722,0
48,5.721203015883737,0.0,3.173,0
49,4.511203015883737,0.0,2.932,0
50,5.361203015883737,1.0,2.823,0
51,4.421203015883737,0.0,2.846,0
52,5.421203015883737,0.0,2.385,0
53,3.621203015883737,0.0,3.415,0
54,2.021203015883737,0.0,2.323,0
55,2.981203015883737,0.0,5.74,0
56,4.051203015883736,0.0,5.023,0
57,4.481203015883737,0.0,1.853,0
58,2.261203015883737,0.0,3.115,0
59,4.461203015883736,0.0,3.373,1
60,3.561203015883737,0.0,7.239,0
61,3.251203015883737,0.0,4.411,1
62,5.231203015883737,0.0,2.75,0
64,1.3112030158837369,0.0,5.207,0
65,2.4212030158837368,0.0,3.064,0
66,3.3412030158837367,0.0,4.105,0
68,6.601203015883737,0.0,2.606,0
69,2.391203015883737,1.0,7.022,0
70,4.041203015883736,0.0,4.072,1
72,2.211203015883737,0.0,5.431,0
73,4.711203015883736,0.0,2.089,0
74,4.091203015883737,1.0,3.838,0
75,5.001203015883736,0.0,3.298,0
76,3.1712030158837368,1.0,1.89,0
77,2.261203015883737,1.0,2.523,0
78,4.851203015883737,0.0,1.124,0
79,4.431203015883737,1.0,2.857,0
80,7.071203015883737,0.0,4.723,0
81,2.0812030158837365,1.0,7.391,0
82,2.3212030158837367,0.0,5.382,1
83,7.711203015883737,0.0,5.735,0
84,1.9112030158837368,1.0,7.539,0
85,6.401203015883737,0.0,4.759,0
86,5.011203015883737,0.0,1.574,1
87,2.711203015883737,0.0,1.547,1
88,4.301203015883736,0.0,3.507,0
89,1.5912030158837367,1.0,2.756,1
90,2.7812030158837366,0.0,1.731,1
91,3.0912030158837367,0.0,1.319,1
92,2.8312030158837365,1.0,7.255,1
93,4.161203015883737,1.0,4.33,1
94,3.641203015883737,0.0,4.358,1
95,3.231203015883737,0.0,4.022,1
97,4.841203015883737,0.0,7.055,1
98,5.941203015883737,0.0,6.073,0
99,2.851203015883737,0.0,4.59,0
101,6.211203015883737,0.0,3.832,0
102,1.851203015883737,0.0,3.457,1
103,5.261203015883737,0.0,3.833,0
104,4.231203015883737,0.0,1.923,0
105,2.2412030158837366,0.0,1.869,0
106,2.0312030158837366,0.0,6.607,0
107,7.791203015883737,0.0,4.53,1
108,3.0312030158837366,1.0,1.903,0
109,3.021203015883737,0.0,3.005,0
